MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Operator Information						Time:	55.62793	Sec	10/12/2021 1:28:21 PM
Operator	Nick Derimow
Project	AM Bench 2022 mini-tensile challenge
Specimen ID	0-X.01-1
Material	PBF-L Inconel 625
Specimen Width	2.55	mm
Specimen Thickness	1.53	mm
Notes	
Operator Information End

Data Acquisition						Time:	1056.6218	Sec	10/12/2021 1:45:02 PM
Time	Axial Displacement	Axial Extensometer	Axial Force
Sec	mm	mm	N
55.741699	0.0058876565	0.00016032938	54.707108
55.841797	0.0060224747	0.0002729313	56.051563
55.941895	0.0065510934	0.0001982301	55.497398
56.041992	0.0065260967	0.00015255991	57.087368
56.14209	0.0047087651	0.00017202046	59.476563
56.242188	0.0083711399	0.00014685166	63.549221
56.342285	0.0066330498	0.00022114409	61.790993
56.442383	0.01072042	0.00024332969	65.353264
56.54248	0.0064373789	0.00023441283	64.517097
56.642578	0.0062261363	0.00025555349	67.908539
56.742676	0.010453447	0.00024873062	74.543617
56.842773	0.0089124618	0.00026912955	73.834137
56.942871	0.0074661365	0.00019680407	73.008026
57.042969	0.0089479079	0.0001935668	77.561859
57.143066	0.0069280928	0.00025893419	75.485001
57.243164	0.009107518	0.00029934585	76.258873
57.343262	0.0092671281	0.00025507814	80.673119
57.443359	0.010390135	0.00047338332	81.30938
57.543457	0.010268635	0.00024168236	81.614143
57.643555	0.012676258	0.00026964588	85.460686
57.743652	0.011166058	0.00028807274	83.918304
57.84375	0.010820202	0.00032697336	87.842674
57.943848	0.011731505	0.0004124979	87.309998
58.043945	0.0096275313	0.00036001304	88.487053
58.144043	0.012234718	0.00041183815	92.621071
58.244141	0.012734242	0.00040504397	94.033623
58.344238	0.011510479	0.00030273065	92.155396
58.444336	0.0093310541	0.00036753254	94.762535
58.544434	0.011185112	0.00037484715	95.579941
58.644531	0.015246564	0.00042225071	100.72107
58.744629	0.012668267	0.00037181476	101.37807
58.844727	0.014632557	0.00041109236	104.08418
58.944824	0.012921512	0.000380035	105.11552
59.044922	0.014614321	0.00043509738	106.59924
59.14502	0.015963476	0.0004735257	107.06493
59.245117	0.01477598	0.00050555018	107.42177
59.345215	0.017294653	0.00050825061	108.58005
59.445313	0.013425749	0.00047473866	111.02316
59.54541	0.01377181	0.0004412441	107.35764
59.645508	0.014028333	0.00024404681	112.57506
59.745605	0.015894428	0.00048855651	115.26392
59.845703	0.017103285	0.00056616002	114.38008
59.945801	0.018059101	0.00036219307	111.58648
60.045898	0.016781811	0.00049375254	114.69585
60.145996	0.017529458	0.0004774596	121.38158
60.246094	0.017331738	0.00056391029	120.99711
60.346191	0.018247601	0.00043427371	120.79545
60.446289	0.020343995	0.00051448343	122.27109
60.546387	0.01867024	0.00050771382	124.66198
60.646484	0.020094438	0.00053631252	126.24614
60.746582	0.017390747	0.00054235168	127.43295
60.84668	0.020734927	0.00052713341	126.67537
60.946777	0.020269005	0.00063778477	130.54427
61.046875	0.022173466	0.00054613804	131.815
61.146973	0.020078046	0.00065099611	133.01691
61.24707	0.024084894	0.00059443904	134.10121
61.347168	0.023607498	0.00057042175	137.11652
61.447266	0.021633783	0.00068435236	137.03685
61.547363	0.021465978	0.00050150562	132.58986
61.647461	0.020167584	0.00068886409	135.24088
61.747559	0.021307187	0.00050836126	136.85738
61.847656	0.024126487	0.00067107542	140.98485
61.947754	0.024779884	0.00063081435	139.9196
62.047852	0.024195945	0.00052588765	142.01598
62.147949	0.023428628	0.00063196174	142.60765
62.248047	0.025327301	0.00051881891	144.23131
62.348145	0.025124511	0.00060326984	147.3755
62.448242	0.0270197	0.00069455185	146.54926
62.54834	0.025245549	0.00073212472	147.03238
62.648438	0.026743507	0.00079460727	147.52301
62.748535	0.02703814	0.00080272916	148.62375
62.848633	0.024922488	0.00066994852	151.19965
62.94873	0.02799662	0.00063778064	152.62904
63.048828	0.028432218	0.00065282785	152.95618
63.148926	0.027266389	0.00070617325	155.83408
63.249023	0.028234499	0.00068402453	158.10585
63.349121	0.028868791	0.00081288663	162.74052
63.449219	0.026761742	0.00078468234	159.5247
63.549316	0.028288795	0.00074896577	161.28033
63.649414	0.029339015	0.00075023196	164.18431
63.749512	0.028564733	0.00070642325	168.02905
63.849609	0.028355384	0.00070441939	165.83119
63.949707	0.026113467	0.00075447734	164.18109
64.049805	0.031534832	0.00080256932	168.68613
64.149902	0.031301461	0.00085518841	170.37309
64.25	0.032140438	0.00083385926	176.28589
64.350098	0.030589875	0.00074036955	177.27686
64.450195	0.028051326	0.0008750956	173.84178
64.550293	0.033209354	0.00088629394	181.092
64.650391	0.030640073	0.00090538157	184.00481
64.750488	0.029193748	0.00081776711	176.87263
64.850586	0.030641098	0.00088322058	182.31996
64.950684	0.033733875	0.00098114612	181.77983
65.050781	0.033694945	0.00082947459	187.83493
65.150879	0.034789268	0.00098823942	188.27293
65.250977	0.032301482	0.00086994877	185.58408
65.351074	0.034124192	0.00090331625	187.06769
65.451172	0.032255176	0.00085565966	190.40253
65.55127	0.034305111	0.00082768797	194.13684
65.651367	0.03400597	0.00090147636	198.9086
65.751465	0.03548057	0.0008345641	195.34239
65.851563	0.033597622	0.0010317696	196.35619
65.95166	0.036162242	0.00095441606	201.69914
66.051758	0.035732586	0.0009459664	203.63211
66.151855	0.037258614	0.0010119566	206.32677
66.251953	0.038322818	0.001000746	206.41508
66.352051	0.035730947	0.0010620975	204.94728
66.452148	0.037392408	0.0009731882	210.31419
66.552246	0.037266809	0.00099032116	210.3479
66.652344	0.035277318	0.00085167657	211.68265
66.752441	0.040048152	0.0010344209	212.19513
66.852539	0.038243525	0.0010593233	215.15649
66.952637	0.039562356	0.0011209575	213.95984
67.052734	0.041463744	0.0010019098	219.02266
67.152832	0.038043756	0.0010360559	215.45575
67.25293	0.04066221	0.0010829176	222.68394
67.353027	0.039987095	0.0010044586	223.19965
67.453125	0.037993968	0.0011203962	225.66158
67.553223	0.03889646	0.00095358834	222.28676
67.65332	0.039747372	0.0010482264	229.07283
67.753418	0.041239183	0.0010956863	230.30624
67.853516	0.041624583	0.0010816595	227.63483
67.953613	0.040488258	0.0012301962	228.99748
68.053711	0.040939223	0.0010900683	234.55724
68.153809	0.041008066	0.0012273646	238.2888
68.253906	0.041160915	0.0011748224	240.01521
68.354004	0.040658522	0.0011169827	233.35895
68.454102	0.046240266	0.0012581721	243.74886
68.554199	0.042521957	0.0011154502	242.24808
68.654297	0.042953048	0.0012971659	250.99448
68.754395	0.045425415	0.0010750466	250.63077
68.854492	0.043354634	0.0012763417	249.37173
68.95459	0.044650979	0.0012735266	253.41815
69.054688	0.045381363	0.0011509075	257.29465
69.154785	0.045701608	0.0013193637	259.28012
