Time(s),Strain(%),Stress(MPa),Temp(C),Log_SR(s-1)
0.0,0.0,0.0,348.21034101266855,4.0111132183683065
1.3256402745504965e-09,1.3599999999999999e-05,2.3613303875,348.21034101266855,4.0111132183683065
4.2888361823692535e-09,4.4e-05,7.6395983124999995,348.21034101266855,4.0111132183683065
5.458518777560868e-09,5.6e-05,9.723125125,348.21034101266855,4.0111132183683065
5.848412975958073e-09,5.9999999999999995e-05,10.4176340625,348.21034101266855,4.0111132183683065
7.797883967944097e-09,7.999999999999999e-05,13.890178749999999,348.21034101266855,4.0111132183683065
8.03182048698242e-09,8.24e-05,14.306884112499999,348.21034101266855,4.0111132183683065
1.0137249158327326e-08,0.000104,18.057232374999998,348.21034101266855,4.0111132183683065
1.0917037555121736e-08,0.000112,19.44625025,348.21034101266855,4.0111132183683065
1.1384910593198382e-08,0.00011679999999999999,20.279660975,348.21034101266855,4.0111132183683065
1.286650854710776e-08,0.00013199999999999998,22.918794937499996,348.21034101266855,4.0111132183683065
1.2944487386787202e-08,0.0001328,23.057696725,348.21034101266855,4.0111132183683065
1.3412360424863847e-08,0.00013759999999999998,23.891107449999996,348.21034101266855,4.0111132183683065
1.5049916058132108e-08,0.00015439999999999999,26.808044987499997,348.21034101266855,4.0111132183683065
1.512789489781155e-08,0.0001552,26.946946775,348.21034101266855,4.0111132183683065
1.5517789096208754e-08,0.0001592,27.641455712499997,348.21034101266855,4.0111132183683065
1.614161981364428e-08,0.0001656,28.752670012499998,348.21034101266855,4.0111132183683065
1.6375556332682604e-08,0.000168,29.169375374999998,348.21034101266855,4.0111132183683065
1.6921408210438693e-08,0.0001736,30.141687887499998,348.21034101266855,4.0111132183683065
1.7077365889797575e-08,0.0001752,30.4194914625,348.21034101266855,4.0111132183683065
1.7155344729477014e-08,0.000176,30.558393249999998,348.21034101266855,4.0111132183683065
1.8247048484989188e-08,0.0001872,32.503018275,348.21034101266855,4.0111132183683065
2.105428671344906e-08,0.000216,37.503482625,348.21034101266855,4.0111132183683065
2.1210244392807944e-08,0.00021759999999999998,37.7812862,348.21034101266855,4.0111132183683065
2.1366202072166826e-08,0.0002192,38.059089775,348.21034101266855,4.0111132183683065
2.2223969308640675e-08,0.00022799999999999999,39.5870094375,348.21034101266855,4.0111132183683065
2.237992698799956e-08,0.0002296,39.8648130125,348.21034101266855,4.0111132183683065
2.323769422447341e-08,0.0002384,41.392732675,348.21034101266855,4.0111132183683065
2.4407376819665027e-08,0.0002504,43.4762594875,348.21034101266855,4.0111132183683065
2.573301709421552e-08,0.00026399999999999997,45.83758987499999,348.21034101266855,4.0111132183683065
2.643482665133049e-08,0.0002712,47.087705962499996,348.21034101266855,4.0111132183683065
2.6746742010048254e-08,0.0002744,47.6433131125,348.21034101266855,4.0111132183683065
2.994387443690533e-08,0.0003072,53.338286399999994,348.21034101266855,4.0111132183683065
3.02557897956231e-08,0.0003104,53.89389355,348.21034101266855,4.0111132183683065
3.0333768635302534e-08,0.0003112,54.0327953375,348.21034101266855,4.0111132183683065
3.048972631466142e-08,0.00031279999999999996,54.31059891249999,348.21034101266855,4.0111132183683065
3.0801641673379184e-08,0.000316,54.8662060625,348.21034101266855,4.0111132183683065
