MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Operator Information						Time:	12.744629	Sec	10/13/2021 4:13:27 PM
Operator	Jake Benzing
Project	AM Bench 2022 mini-tensile challenge
Specimen ID	0-XY.20-2
Material	PBF-L Inconel 625
Specimen Width	2.56	mm
Specimen Thickness	1.52	mm
Notes	
Operator Information End

Data Acquisition						Time:	1013.738	Sec	10/13/2021 4:30:08 PM
Time	Axial Displacement	Axial Extensometer	Axial Force
Sec	mm	mm	N
12.85791	0.0024965254	0.005086483	75.088158
12.958008	-4.8015401e-05	0.0051576775	74.914459
13.058105	0.00033922851	0.0051453141	74.745743
13.158203	0.0020840799	0.005034335	75.369919
13.258301	0.0022283231	0.0051427698	79.356377
13.358398	0.0011932141	0.0050760214	80.108994
13.458496	0.0016855671	0.0052082734	82.829613
13.558594	0.00036463499	0.0050695795	84.019608
13.658691	0.0020439213	0.005199553	86.163933
13.758789	0.0052285418	0.0052810661	87.932281
13.858887	0.0018201804	0.005140028	88.306458
13.958984	0.0043491498	0.0051633692	90.976959
14.059082	0.0024612842	0.0052551143	91.109222
14.15918	0.004559163	0.0051684957	95.101517
14.259277	0.006608841	0.0052670799	94.190727
14.359375	0.0042126924	0.0052398867	96.765434
14.459473	0.0050939284	0.0051786788	97.339752
14.55957	0.0057942457	0.005247476	98.149887
14.659668	0.0069383057	0.0051637301	103.07543
14.759766	0.0043335781	0.0053106472	104.18171
14.859863	0.005147405	0.0052182553	102.91473
14.959961	0.0024346483	0.0052399854	102.78083
15.060059	0.0090704011	0.0052931174	105.16947
15.160156	0.0087683918	0.0052634696	110.17661
15.260254	0.007056118	0.0053427904	110.91678
15.360352	0.0096803103	0.0052802586	115.8394
15.460449	0.0049767308	0.0053479411	112.54493
15.560547	0.0091220336	0.0053415732	114.38065
15.660645	0.0079101035	0.0051283985	115.26817
15.760742	0.011093238	0.005404646	118.688
15.86084	0.0086464817	0.0052902899	115.28848
15.960938	0.0066561708	0.005421414	116.97034
16.061035	0.0075814584	0.0053373114	119.55967
16.161133	0.010547204	0.005362886	123.21855
16.26123	0.010777296	0.0054961173	124.03632
16.361328	0.010694725	0.0053131059	125.93779
16.461426	0.010146437	0.0055117742	127.40997
16.561523	0.012277508	0.0053753504	131.59303
16.661621	0.010659894	0.0053539816	130.37843
16.761719	0.014586373	0.0054654372	132.01361
16.861816	0.012113186	0.0053560999	132.03088
16.961914	0.013176723	0.005419685	136.27988
17.062012	0.010917237	0.0053313654	134.15578
17.162109	0.014951284	0.005363021	139.66008
17.262207	0.011807898	0.0054548685	141.94949
17.362305	0.012554265	0.0054901345	140.64653
17.462402	0.01619784	0.005484283	143.53117
17.5625	0.01261061	0.0055035427	142.22098
17.662598	0.013771112	0.005470342	145.72882
17.762695	0.014960299	0.0055890908	147.14894
17.862793	0.013907569	0.005458348	148.37427
17.962891	0.014824457	0.0054727844	150.58241
18.062988	0.014695785	0.0055258418	150.84111
18.163086	0.018094925	0.0054653999	156.77715
18.263184	0.01727864	0.0055631977	157.22922
18.363281	0.015255547	0.0054362318	160.95746
18.463379	0.01573622	0.0056354534	159.64909
18.563477	0.014444794	0.0054950067	161.45731
18.663574	0.01682706	0.0054934416	164.30655
18.763672	0.017338878	0.0055917134	162.13599
18.86377	0.020277578	0.0054371827	164.71162
18.963867	0.016097238	0.0055075204	163.26534
