Time,Strain(%),Stress(MPa),Temp(C),SR(%/s),Si(%),Fe(%),Cu(%),Mn(%),Mg(%),Cr(%),Zn(%),Ti(%)
0.0,0.0002303539511328,5.324095827714508,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
0.6764997249966,0.00028672892821585,7.021456259762062,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
1.3529994499932,0.0003431039052989,8.718816691809621,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
1.9316156583204,0.0003913219226595,10.676091140338709,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
2.5102318666476,0.0004395399400201,12.633365588867804,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
3.0537695773206,0.00048483474924285,14.737759505090356,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
3.5973072879936,0.0005301295584656,16.842153421312908,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
4.6278238563462,0.00061600593916165,20.584038231679806,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
5.658340424698801,0.0007018823198577,24.325923042046707,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
6.700190600410801,0.0007887031678337,28.78135367782441,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
7.742040776122801,0.0008755240158097,33.23678431360207,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
8.796322654571402,0.00096338083901375,38.032212395680574,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
9.85060453302,0.0010512376622178,42.82764047775913,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
10.7985545727588,0.0011302334988626999,47.85235013545878,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
11.7465046124976,0.0012092293355076,52.87705979315844,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
12.605788039233602,0.0012808362877356001,58.01597788378355,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
13.465071465969602,0.0013524432399636,63.154895974408575,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
14.324011393830002,0.0014240215672853,68.31808040185928,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
15.182951321690402,0.001495599894607,73.48126482930994,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
16.045905051329402,0.00156751270541025,78.6886712005828,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
16.9088587809684,0.0016394255162135,83.89607757185573,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
17.809117358776803,0.0017144470643642,89.12464774092012,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
18.7093759365852,0.0017894686125149,94.3532179099845,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
19.6110739710294,0.00186461011538525,99.61676222005624,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
20.5127720054736,0.0019397516182556,104.88030653012808,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
21.3830032316028,0.0020122708870997,110.1080128174641,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
22.253234457732,0.0020847901559438,115.33571910480008,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
23.1652802511186,0.00216079397205935,120.49419060856108,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
24.0773260445052,0.0022367977881749,125.65266211232218,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
24.955655701539598,0.0023099919262611,130.8131502176317,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
25.833985358574,0.0023831860643473,135.97363832294113,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
26.732288234427003,0.0024580446373350497,141.1002995076181,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
27.63059111028,0.0025329032103228,146.22696069229482,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
28.512655407489,0.0026064085684235497,151.25920193506383,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
29.394719704698,0.0026799139265243,156.2914431778328,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
30.2325087015228,0.0027497296762597,161.2451274510803,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
31.0702976983476,0.0028195454259951,166.19881172432767,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
31.903141219161,0.00288894905272955,171.04869933615169,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
32.7359847399744,0.002958352679464,175.8985869479757,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
33.580969286312396,0.0030287680583255,180.70299824233473,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
34.4259538326504,0.003099183437187,185.50740953669396,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
35.2457556067008,0.0031675002516912,190.17394482129896,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
36.0655573807512,0.0032358170661954,194.8404801059032,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
36.886596295302596,0.00330423697574135,199.2823900958457,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
37.707635209854,0.0033726568852873,203.7243000857888,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
38.5247157966096,0.0034407469341836,207.95930544132278,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
39.3417963833652,0.0035088369830799,212.19431079685694,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
40.1566683102492,0.0035767429769869,216.23509843530246,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
40.9715402371332,0.0036446489708939,220.2758860737485,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
41.826977268102,0.0037159353901413,224.06061751335199,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
42.6824142990708,0.0037872218093887,227.8453489529547,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
43.5117972789228,0.0038563370577097003,231.43731252160973,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
44.341180258774806,0.0039254523060307,235.02927609026506,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
45.216174968925,0.00399836853187655,238.39176275141256,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
46.0911696790752,0.0040712847577224,241.75424941256028,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
47.201108328009596,0.0041637796451336005,244.88183770450928,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
48.311046976944,0.0042562745325448,248.0094259964576,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
49.790960343399604,0.0043796006464161,250.83457217622612,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
51.2708737098552,0.0045029267602874,253.65971835599458,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
53.232184873071006,0.00466636935722205,256.02263448046256,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
55.1934960362868,0.0048298119541567,258.385550604931,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
57.6812114591076,0.0050371215727251,260.3984388794295,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
60.1689268819284,0.0052444311912935,262.41132715392837,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
63.1801735888752,0.0054953684168724,264.02742642948033,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
66.191420295822,0.0057463056424513,265.64352570503195,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
69.7958524888422,0.00604667499186965,266.7933407242999,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
73.4002846818624,0.006347044341288,267.94315574356784,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
77.5301799104736,0.0066912022770056,268.70041897768687,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
81.66007513908481,0.0070353602127232,269.45768221180583,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
86.128564627089,0.00740773433672355,269.78603661219734,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
90.5970541150932,0.0077801084607239,270.11439101258884,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
95.23925523040981,0.00816695855366695,270.32163576898535,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
99.8814563457264,0.00855380864661,270.5288805253821,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
104.6007321997572,0.0089470816344459,270.7435433626571,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
109.320008053788,0.0093403546222818,270.95820619993214,20.0,8.333333333333333e-05,0.68,0.23,0.2,0.04,0.87,0.05,0.02,0.02
