Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
96.309,0.01276,346.71428,0.00157,0.00157,7120.05189,412.78,0.0
98.501,0.01295,352.55382,0.00167,0.00167,7239.97148,412.78,0.0
100.592,0.01312,357.61529,0.00177,0.00177,7343.91249,412.78,0.0
102.693,0.0133,362.65022,0.00187,0.00187,7447.30908,412.78,0.0
104.803,0.01347,367.26481,0.00197,0.00197,7542.07347,412.78,0.0
106.843,0.01364,371.87987,0.00207,0.00207,7636.84727,412.78,0.0
108.798,0.0138,375.9671,0.00217,0.00217,7720.78185,412.78,0.0
110.747,0.01397,380.09714,0.00227,0.00227,7805.59504,412.78,0.0
112.612,0.01412,383.65427,0.00237,0.00237,7878.64339,412.78,0.0
114.462,0.01428,387.44347,0.00247,0.00247,7956.4582,412.78,0.0
116.274,0.01443,390.72559,0.00257,0.00257,8023.85871,412.78,0.0
118.143,0.01458,394.65187,0.00267,0.00267,8104.48803,412.78,0.0
119.948,0.01474,397.67873,0.00277,0.00277,8166.64682,412.78,0.0
121.874,0.0149,401.07926,0.00287,0.00287,8236.47954,412.78,0.0
123.624,0.01504,404.23128,0.00297,0.00297,8301.20884,412.78,0.0
125.447,0.01519,407.37679,0.00307,0.00307,8365.80425,412.78,0.0
127.224,0.01534,410.06064,0.00317,0.00317,8420.91929,412.78,0.0
129.021,0.01549,413.25558,0.00327,0.00327,8486.52996,412.78,0.0
130.823,0.01564,416.32376,0.00337,0.00337,8549.53748,412.78,0.0
132.588,0.01579,418.56955,0.00347,0.00347,8595.65627,412.78,0.0
134.39,0.01594,421.66989,0.00357,0.00357,8659.32439,412.78,0.0
136.119,0.01608,424.09929,0.00367,0.00367,8709.21431,412.78,0.0
137.903,0.01623,427.02455,0.00377,0.00377,8769.28669,412.78,0.0
139.569,0.01637,429.08065,0.00387,0.00387,8811.51043,412.78,0.0
141.334,0.01652,431.96843,0.00397,0.00397,8870.81321,412.78,0.0
143.022,0.01666,434.49931,0.00407,0.00407,8922.78676,412.78,0.0
144.62,0.01679,435.69525,0.00417,0.00417,8947.34664,412.78,0.0
146.155,0.01692,437.53214,0.00427,0.00427,8985.06837,412.78,0.0
148.175,0.01709,440.86531,0.00437,0.00437,9053.5179,412.78,0.0
149.796,0.01722,441.89259,0.00447,0.00447,9074.61372,412.78,0.0
151.43,0.01736,444.11878,0.00457,0.00457,9120.33028,412.78,0.0
153.084,0.0175,446.44484,0.00467,0.00467,9168.09784,412.78,0.0
154.613,0.01762,448.30881,0.00477,0.00477,9206.37561,412.78,0.0
156.164,0.01775,450.2532,0.00487,0.00487,9246.30547,412.78,0.0
157.937,0.0179,453.60587,0.00497,0.00497,9315.15501,412.78,0.0
159.633,0.01804,455.90317,0.00507,0.00507,9362.33167,412.78,0.0
161.434,0.01819,458.39154,0.00517,0.00517,9413.43215,412.78,0.0
163.779,0.01839,460.0991,0.00527,0.00527,9448.49872,412.78,0.0
166.297,0.0186,463.5178,0.00537,0.00537,9518.70489,412.78,0.0
167.619,0.01871,464.35255,0.00547,0.00547,9535.84646,412.78,0.0
169.268,0.01884,467.32715,0.00557,0.00557,9596.93245,412.78,0.0
170.75,0.01897,469.01536,0.00567,0.00567,9631.60066,412.78,0.0
172.225,0.01909,470.72173,0.00577,0.00577,9666.64288,412.78,0.0
173.736,0.01922,472.6533,0.00587,0.00587,9706.30938,412.78,0.0
175.244,0.01934,474.09639,0.00597,0.00597,9735.9439,412.78,0.0
176.801,0.01947,476.81523,0.00607,0.00607,9791.77709,412.78,0.0
178.453,0.01961,478.76244,0.00617,0.00617,9831.7656,412.78,0.0
180.0,0.01974,480.26722,0.00627,0.00627,9862.66712,412.78,0.0
181.804,0.01989,482.3057,0.00637,0.00637,9904.52901,412.78,0.0
184.936,0.02015,485.96664,0.00647,0.00647,9979.70912,412.78,0.0
187.079,0.02033,488.43597,0.00657,0.00657,10030.41899,412.78,0.0
188.328,0.02043,488.30315,0.00667,0.00667,10027.69135,412.78,0.0
189.851,0.02056,490.8171,0.00677,0.00677,10079.31744,412.78,0.0
191.369,0.02069,492.44878,0.00687,0.00687,10112.82488,412.78,0.0
192.77,0.0208,493.99395,0.00697,0.00697,10144.55631,412.78,0.0
194.251,0.02093,495.88156,0.00707,0.00707,10183.31986,412.78,0.0
195.708,0.02105,497.25067,0.00717,0.00717,10211.43509,412.78,0.0
197.228,0.02117,499.21516,0.00727,0.00727,10251.77769,412.78,0.0
198.746,0.0213,501.21243,0.00737,0.00737,10292.79307,412.78,0.0
200.283,0.02143,502.8693,0.00747,0.00747,10326.81838,412.78,0.0
201.794,0.02155,504.66909,0.00757,0.00757,10363.77825,412.78,0.0
203.581,0.0217,505.76827,0.00767,0.00767,10386.35077,412.78,0.0
207.181,0.022,509.23694,0.00777,0.00777,10457.58271,412.78,0.0
209.297,0.02218,512.70353,0.00787,0.00787,10528.77261,412.78,0.0
210.715,0.0223,512.22614,0.00797,0.00797,10518.96858,412.78,0.0
212.211,0.02242,514.65717,0.00807,0.00807,10568.89169,412.78,0.0
213.676,0.02254,516.12106,0.00817,0.00817,10598.95444,412.78,0.0
215.147,0.02267,517.46541,0.00827,0.00827,10626.56175,412.78,0.0
216.57,0.02279,519.43276,0.00837,0.00837,10666.9619,412.78,0.0
218.024,0.02291,520.90955,0.00847,0.00847,10697.28911,412.78,0.0
219.431,0.02302,521.73173,0.00857,0.00857,10714.17396,412.78,0.0
220.892,0.02315,523.56231,0.00867,0.00867,10751.76568,412.78,0.0
222.326,0.02327,525.51484,0.00877,0.00877,10791.86262,412.78,0.0
223.801,0.02339,526.84778,0.00887,0.00887,10819.23535,412.78,0.0
225.231,0.02351,528.23632,0.00897,0.00897,10847.75004,412.78,0.0
226.78,0.02364,529.32068,0.00907,0.00907,10870.01825,412.78,0.0
230.816,0.02397,534.53969,0.00917,0.00917,10977.19537,412.78,0.0
233.844,0.02423,535.60314,0.00927,0.00927,10999.03424,412.78,0.0
235.358,0.02435,537.34135,0.00937,0.00937,11034.72933,412.78,0.0
236.654,0.02446,537.50387,0.00947,0.00947,11038.06669,412.78,0.0
238.089,0.02458,539.76919,0.00957,0.00957,11084.58715,412.78,0.0
239.535,0.0247,541.28122,0.00967,0.00967,11115.63806,412.78,0.0
240.888,0.02481,542.18956,0.00977,0.00977,11134.29117,412.78,0.0
242.346,0.02493,543.57008,0.00987,0.00987,11162.64098,412.78,0.0
243.767,0.02505,545.42673,0.00997,0.00997,11200.76938,412.78,0.0
245.184,0.02517,546.35978,0.01007,0.01007,11219.9304,412.78,0.0
246.633,0.02529,547.88811,0.01017,0.01017,11251.31547,412.78,0.0
248.06,0.02541,549.56117,0.01027,0.01027,11285.67275,412.78,0.0
249.487,0.02553,550.57412,0.01037,0.01037,11306.47478,412.78,0.0
250.933,0.02565,552.27056,0.01047,0.01047,11341.31229,412.78,0.0
252.379,0.02577,553.65421,0.01057,0.01057,11369.72739,412.78,0.0
254.902,0.02598,555.20817,0.01068,0.01068,11401.63919,412.78,0.0
