Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
97.738,0.02082,360.17974,0.00125,0.00125,7366.96,204.44,0.0
99.41,0.02096,370.18697,0.00126,0.00126,7571.64,204.44,0.0
101.147,0.0211,380.19292,0.00128,0.00128,7776.3,204.44,0.0
102.801,0.02124,390.20323,0.00129,0.00129,7981.05,204.44,0.0
104.463,0.02138,400.21428,0.00131,0.00131,8185.81,204.44,0.0
106.056,0.02151,410.22423,0.00133,0.00133,8390.55,204.44,0.0
107.695,0.02165,420.23004,0.00134,0.00134,8595.2,204.44,0.0
109.343,0.02178,430.23557,0.00136,0.00136,8799.85,204.44,0.0
110.914,0.02192,440.24349,0.00138,0.00138,9004.55,204.44,0.0
112.57,0.02205,450.25427,0.00141,0.00141,9209.31,204.44,0.0
114.143,0.02219,460.26068,0.00142,0.00142,9413.97,204.44,0.0
115.7,0.02232,470.27047,0.00143,0.00143,9618.71,204.44,0.0
117.332,0.02245,480.27282,0.00145,0.00145,9823.29,204.44,0.0
118.827,0.02258,490.27895,0.00146,0.00146,10027.95,204.44,0.0
120.439,0.02271,500.28624,0.00148,0.00148,10232.64,204.44,0.0
121.995,0.02284,510.28843,0.00151,0.00151,10437.22,204.44,0.0
123.478,0.02296,520.30198,0.00153,0.00153,10642.03,204.44,0.0
125.03,0.02309,530.31218,0.00154,0.00154,10846.77,204.44,0.0
126.56,0.02322,540.32199,0.00156,0.00156,11051.51,204.44,0.0
128.026,0.02334,550.32687,0.00158,0.00158,11256.15,204.44,0.0
129.576,0.02347,560.32878,0.00159,0.00159,11460.72,204.44,0.0
131.031,0.02359,570.33162,0.00161,0.00161,11665.31,204.44,0.0
132.554,0.02372,580.33266,0.00163,0.00163,11869.87,204.44,0.0
134.022,0.02384,590.33517,0.00164,0.00164,12074.46,204.44,0.0
135.473,0.02396,600.34257,0.00166,0.00166,12279.15,204.44,0.0
136.996,0.02409,610.34992,0.00168,0.00168,12483.83,204.44,0.0
138.438,0.02421,620.35035,0.0017,0.0017,12688.38,204.44,0.0
139.884,0.02433,630.35994,0.00172,0.00172,12893.11,204.44,0.0
141.333,0.02445,640.37129,0.00174,0.00174,13097.88,204.44,0.0
142.771,0.02457,650.372,0.00175,0.00175,13302.43,204.44,0.0
144.211,0.02469,660.38351,0.00178,0.00178,13507.2,204.44,0.0
145.65,0.02481,670.4014,0.0018,0.0018,13712.1,204.44,0.0
147.064,0.02493,680.41231,0.00182,0.00182,13916.86,204.44,0.0
148.424,0.02504,690.41537,0.00183,0.00183,14121.46,204.44,0.0
149.853,0.02516,700.4242,0.00185,0.00185,14326.17,204.44,0.0
151.265,0.02528,710.42984,0.00187,0.00187,14530.82,204.44,0.0
152.616,0.02539,720.4311,0.00189,0.00189,14735.38,204.44,0.0
154.036,0.02551,730.44245,0.00191,0.00191,14940.15,204.44,0.0
155.38,0.02562,740.45671,0.00192,0.00192,15144.98,204.44,0.0
156.796,0.02574,750.47393,0.00195,0.00195,15349.87,204.44,0.0
158.154,0.02585,760.47914,0.00197,0.00197,15554.51,204.44,0.0
159.551,0.02597,770.48615,0.00199,0.00199,15759.19,204.44,0.0
160.889,0.02608,780.50135,0.002,0.002,15964.03,204.44,0.0
162.227,0.02619,790.50139,0.00202,0.00202,16168.57,204.44,0.0
163.549,0.0263,800.51664,0.00204,0.00204,16373.42,204.44,0.0
164.881,0.02641,810.52415,0.00206,0.00206,16578.11,204.44,0.0
166.274,0.02653,820.53841,0.00208,0.00208,16782.94,204.44,0.0
167.592,0.02664,830.553,0.0021,0.0021,16987.77,204.44,0.0
168.909,0.02675,840.5626,0.00211,0.00211,17192.5,204.44,0.0
170.226,0.02686,850.57598,0.00214,0.00214,17397.31,204.44,0.0
171.535,0.02697,860.58261,0.00215,0.00215,17601.98,204.44,0.0
172.839,0.02708,870.58963,0.00217,0.00217,17806.66,204.44,0.0
174.153,0.02719,880.59351,0.00219,0.00219,18011.28,204.44,0.0
175.459,0.0273,890.60948,0.00221,0.00221,18216.14,204.44,0.0
176.754,0.02741,900.62154,0.00223,0.00223,18420.92,204.44,0.0
178.075,0.02751,910.6319,0.00225,0.00225,18625.67,204.44,0.0
179.375,0.02762,920.6438,0.00226,0.00226,18830.45,204.44,0.0
180.616,0.02773,930.64945,0.00229,0.00229,19035.1,204.44,0.0
181.931,0.02783,940.66629,0.00231,0.00231,19239.98,204.44,0.0
183.223,0.02794,950.67391,0.00233,0.00233,19444.67,204.44,0.0
184.466,0.02805,960.68581,0.00234,0.00234,19649.45,204.44,0.0
185.77,0.02815,970.69014,0.00236,0.00236,19854.07,204.44,0.0
186.998,0.02826,980.70511,0.00239,0.00239,20058.91,204.44,0.0
188.236,0.02836,990.72008,0.0024,0.0024,20263.76,204.44,0.0
189.548,0.02847,1000.74,0.00242,0.00242,20468.68,204.44,0.0
190.835,0.02858,1010.74,0.00243,0.00243,20673.21,204.44,0.0
192.057,0.02868,1020.74,0.00246,0.00246,20877.81,204.44,0.0
193.308,0.02878,1030.75,0.00248,0.00248,21082.51,204.44,0.0
194.589,0.02889,1040.75,0.0025,0.0025,21287.08,204.44,0.0
195.812,0.02899,1050.77,0.00252,0.00252,21491.97,204.44,0.0
197.04,0.02909,1060.78,0.00255,0.00255,21696.65,204.44,0.0
198.278,0.0292,1070.79,0.00256,0.00256,21901.54,204.44,0.0
199.499,0.0293,1080.81,0.00258,0.00258,22106.46,204.44,0.0
200.723,0.0294,1090.82,0.0026,0.0026,22311.24,204.44,0.0
201.966,0.0295,1100.83,0.00261,0.00261,22515.96,204.44,0.0
203.187,0.02961,1110.84,0.00263,0.00263,22720.63,204.44,0.0
204.405,0.02971,1120.86,0.00265,0.00265,22925.52,204.44,0.0
205.631,0.02981,1130.86,0.00268,0.00268,23130.21,204.44,0.0
206.847,0.02991,1140.87,0.00269,0.00269,23334.84,204.44,0.0
208.058,0.03001,1150.88,0.00271,0.00271,23539.57,204.44,0.0
209.276,0.03011,1160.89,0.00273,0.00273,23744.36,204.44,0.0
210.492,0.03021,1170.89,0.00275,0.00275,23948.95,204.44,0.0
211.704,0.03032,1180.9,0.00277,0.00277,24153.62,204.44,0.0
212.912,0.03042,1190.92,0.00279,0.00279,24358.52,204.44,0.0
214.13,0.03052,1200.93,0.0028,0.0028,24563.34,204.44,0.0
