Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
85.423,0.01972,360.15482,0.00189,0.00189,7366.45015,273.89,0.0
86.943,0.01985,370.16559,0.00191,0.00191,7571.20617,273.89,0.0
88.532,0.01998,380.175,0.00194,0.00194,7775.93397,273.89,0.0
90.04,0.02011,390.17633,0.00196,0.00196,7980.49689,273.89,0.0
91.533,0.02023,400.17997,0.00199,0.00199,8185.10684,273.89,0.0
93.051,0.02036,410.18424,0.00201,0.00201,8389.73007,273.89,0.0
94.546,0.02048,420.18989,0.00203,0.00203,8594.38097,273.89,0.0
96.026,0.02061,430.19512,0.00206,0.00206,8799.02412,273.89,0.0
97.519,0.02073,440.20587,0.00208,0.00208,9003.77958,273.89,0.0
98.942,0.02085,450.21777,0.00211,0.00211,9208.55828,273.89,0.0
100.428,0.02097,460.21817,0.00213,0.00213,9413.1024,273.89,0.0
101.89,0.02109,470.2242,0.00215,0.00215,9617.76104,273.89,0.0
103.301,0.02121,480.22457,0.00218,0.00218,9822.3046,273.89,0.0
104.8,0.02133,490.23005,0.0022,0.0022,10026.95217,273.89,0.0
106.258,0.02146,500.23602,0.00223,0.00223,10231.60971,273.89,0.0
107.654,0.02157,510.23958,0.00225,0.00225,10436.21855,273.89,0.0
109.117,0.0217,520.25203,0.00227,0.00227,10641.00887,273.89,0.0
110.52,0.02181,530.2624,0.0023,0.0023,10845.75604,273.89,0.0
111.906,0.02193,540.26903,0.00232,0.00232,11050.42796,273.89,0.0
113.319,0.02205,550.27445,0.00235,0.00235,11255.07442,273.89,0.0
114.757,0.02217,560.27966,0.00237,0.00237,11459.71647,273.89,0.0
116.148,0.02228,570.28931,0.00239,0.00239,11664.44925,273.89,0.0
117.55,0.0224,580.29791,0.00241,0.00241,11869.161,273.89,0.0
118.937,0.02251,590.30839,0.00244,0.00244,12073.91149,273.89,0.0
120.325,0.02263,600.32325,0.00247,0.00247,12278.75049,273.89,0.0
121.719,0.02275,610.32906,0.00249,0.00249,12483.40471,273.89,0.0
123.1,0.02286,620.33443,0.00251,0.00251,12688.05007,273.89,0.0
124.489,0.02298,630.33876,0.00254,0.00254,12892.67441,273.89,0.0
125.87,0.02309,640.3399,0.00256,0.00256,13097.23346,273.89,0.0
127.239,0.02321,650.34137,0.00258,0.00258,13301.79915,273.89,0.0
128.622,0.02332,660.35508,0.00261,0.00261,13506.61603,273.89,0.0
130.0,0.02344,670.35551,0.00263,0.00263,13711.15959,273.89,0.0
131.367,0.02355,680.36708,0.00265,0.00265,13915.9322,273.89,0.0
132.753,0.02366,690.3792,0.00268,0.00268,14120.71588,273.89,0.0
134.129,0.02378,700.38024,0.0027,0.0027,14325.27272,273.89,0.0
135.432,0.02389,710.39631,0.00273,0.00273,14530.13718,273.89,0.0
136.823,0.024,720.40387,0.00275,0.00275,14734.82791,273.89,0.0
138.129,0.02411,730.41726,0.00277,0.00277,14939.63704,273.89,0.0
139.495,0.02423,740.41983,0.0028,0.0028,15144.22486,273.89,0.0
140.866,0.02434,750.42673,0.00283,0.00283,15348.90232,273.89,0.0
142.17,0.02445,760.4282,0.00285,0.00285,15553.46801,273.89,0.0
143.516,0.02456,770.44203,0.00288,0.00288,15758.28599,273.89,0.0
144.838,0.02467,780.45074,0.0029,0.0029,15962.99996,273.89,0.0
146.191,0.02478,790.4577,0.00293,0.00293,16167.67852,273.89,0.0
147.489,0.02489,800.46955,0.00295,0.00295,16372.45556,273.89,0.0
148.788,0.025,810.48178,0.00297,0.00297,16577.24145,273.89,0.0
150.145,0.02511,820.48808,0.003,0.003,16781.90673,273.89,0.0
151.433,0.02522,830.49351,0.00303,0.00303,16986.5532,273.89,0.0
152.73,0.02533,840.50107,0.00305,0.00305,17191.24282,273.89,0.0
154.018,0.02544,850.51352,0.00307,0.00307,17396.03314,273.89,0.0
155.36,0.02555,860.52619,0.0031,0.0031,17600.82789,273.89,0.0
156.649,0.02566,870.54182,0.00313,0.00313,17805.6835,273.89,0.0
157.935,0.02576,880.54598,0.00315,0.00315,18010.30452,273.89,0.0
159.216,0.02587,890.54636,0.00317,0.00317,18214.84807,273.89,0.0
160.559,0.02598,900.54799,0.0032,0.0032,18419.41708,273.89,0.0
161.855,0.02609,910.55419,0.00323,0.00323,18624.08015,273.89,0.0
163.122,0.0262,920.56384,0.00325,0.00325,18828.81182,273.89,0.0
164.41,0.0263,930.56536,0.00328,0.00328,19033.37973,273.89,0.0
165.766,0.02642,940.57167,0.00331,0.00331,19238.04279,273.89,0.0
167.046,0.02652,950.57863,0.00333,0.00333,19442.72135,273.89,0.0
168.321,0.02663,960.58109,0.00336,0.00336,19647.30696,273.89,0.0
169.597,0.02674,970.59431,0.00338,0.00338,19852.11388,273.89,0.0
170.926,0.02685,980.60654,0.00342,0.00342,20056.89867,273.89,0.0
172.219,0.02695,990.62217,0.00344,0.00344,20261.75427,273.89,0.0
173.512,0.02706,1000.63165,0.00347,0.00347,20466.48373,273.89,0.0
174.859,0.02717,1010.63576,0.0035,0.0035,20671.10475,273.89,0.0
176.147,0.02728,1020.6515,0.00352,0.00352,20875.96257,273.89,0.0
177.51,0.02739,1030.6577,0.00355,0.00355,21080.62343,273.89,0.0
178.806,0.0275,1040.67102,0.00359,0.00359,21285.43256,273.89,0.0
180.1,0.02761,1050.67294,0.00362,0.00362,21490.0071,273.89,0.0
181.48,0.02773,1060.67529,0.00365,0.00365,21694.59049,273.89,0.0
182.771,0.02783,1070.69059,0.00369,0.00369,21899.43946,273.89,0.0
184.147,0.02795,1080.69338,0.00372,0.00372,22104.03171,273.89,0.0
185.537,0.02806,1090.70693,0.00376,0.00376,22308.84527,273.89,0.0
186.911,0.02818,1100.72223,0.0038,0.0038,22513.69423,273.89,0.0
188.298,0.0283,1110.7293,0.00384,0.00384,22718.37501,273.89,0.0
189.716,0.02841,1120.7389,0.00388,0.00388,22923.10668,273.89,0.0
191.126,0.02853,1130.74717,0.00393,0.00393,23127.8118,273.89,0.0
192.615,0.02865,1140.74985,0.00397,0.00397,23332.40183,273.89,0.0
194.11,0.02878,1150.7499,0.00402,0.00402,23536.93875,273.89,0.0
195.634,0.02891,1160.75829,0.00408,0.00408,23741.64608,273.89,0.0
197.254,0.02904,1170.76569,0.00414,0.00414,23946.33128,273.89,0.0
198.958,0.02918,1180.76771,0.0042,0.0042,24150.91025,273.89,0.0
