Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
81.776,0.01957,360.8681,0.00059,0.00059,7235.32,25.0,90.0
83.327,0.0197,370.87548,0.00061,0.00061,7435.96,25.0,90.0
84.845,0.01983,380.87983,0.00062,0.00062,7636.55,25.0,90.0
86.405,0.01996,390.88665,0.00064,0.00064,7837.18,25.0,90.0
87.901,0.02009,400.89312,0.00066,0.00066,8037.81,25.0,90.0
89.403,0.02021,410.90601,0.00068,0.00068,8238.56,25.0,90.0
90.883,0.02033,420.91231,0.0007,0.0007,8439.19,25.0,90.0
92.363,0.02046,430.91535,0.00071,0.00071,8639.75,25.0,90.0
93.831,0.02058,440.92319,0.00073,0.00073,8840.4,25.0,90.0
95.314,0.0207,450.92979,0.00074,0.00074,9041.03,25.0,90.0
96.791,0.02082,460.93722,0.00076,0.00076,9241.68,25.0,90.0
98.179,0.02094,470.94594,0.00079,0.00079,9442.35,25.0,90.0
99.649,0.02106,480.94615,0.0008,0.0008,9642.85,25.0,90.0
101.102,0.02118,490.95558,0.00082,0.00082,9843.54,25.0,90.0
102.561,0.02131,500.96292,0.00083,0.00083,10044.18,25.0,90.0
103.94,0.02142,510.97164,0.00085,0.00085,10244.86,25.0,90.0
105.388,0.02154,520.9825,0.00086,0.00086,10445.57,25.0,90.0
106.768,0.02166,530.98803,0.00087,0.00087,10646.18,25.0,90.0
108.207,0.02178,540.99894,0.00089,0.00089,10846.9,25.0,90.0
109.586,0.02189,551.00091,0.00091,0.00091,11047.43,25.0,90.0
110.948,0.02201,561.01237,0.00093,0.00093,11248.16,25.0,90.0
112.39,0.02212,571.01966,0.00095,0.00095,11448.8,25.0,90.0
113.742,0.02224,581.02942,0.00096,0.00096,11649.5,25.0,90.0
115.104,0.02235,591.03704,0.00098,0.00098,11850.15,25.0,90.0
116.468,0.02246,601.04203,0.001,0.001,12050.74,25.0,90.0
117.817,0.02258,611.04465,0.00102,0.00102,12251.29,25.0,90.0
119.15,0.02269,621.05134,0.00103,0.00103,12451.93,25.0,90.0
120.516,0.0228,631.06099,0.00105,0.00105,12652.62,25.0,90.0
121.849,0.02291,641.06888,0.00107,0.00107,12853.27,25.0,90.0
123.193,0.02303,651.0726,0.00109,0.00109,13053.85,25.0,90.0
124.543,0.02314,661.07841,0.00111,0.00111,13254.46,25.0,90.0
125.871,0.02325,671.08664,0.00112,0.00112,13455.12,25.0,90.0
127.132,0.02335,681.09014,0.00114,0.00114,13655.69,25.0,90.0
128.468,0.02346,691.10319,0.00116,0.00116,13856.45,25.0,90.0
129.781,0.02357,701.11388,0.00117,0.00117,14057.16,25.0,90.0
131.102,0.02369,711.11673,0.00119,0.00119,14257.72,25.0,90.0
132.359,0.02379,721.11985,0.00121,0.00121,14458.28,25.0,90.0
133.685,0.0239,731.12083,0.00123,0.00123,14658.79,25.0,90.0
134.997,0.02401,741.12554,0.00125,0.00125,14859.38,25.0,90.0
136.254,0.02411,751.13338,0.00126,0.00126,15060.04,25.0,90.0
137.582,0.02422,761.1405,0.00128,0.00128,15260.68,25.0,90.0
138.822,0.02433,771.14225,0.00129,0.00129,15461.21,25.0,90.0
140.074,0.02443,781.15053,0.00131,0.00131,15661.88,25.0,90.0
141.4,0.02454,791.16374,0.00133,0.00133,15862.64,25.0,90.0
142.651,0.02465,801.17559,0.00135,0.00135,16063.37,25.0,90.0
143.899,0.02475,811.1809,0.00136,0.00136,16263.98,25.0,90.0
145.213,0.02486,821.19934,0.00139,0.00139,16464.84,25.0,90.0
146.448,0.02496,831.20728,0.0014,0.0014,16665.5,25.0,90.0
147.685,0.02507,841.2177,0.00142,0.00142,16866.21,25.0,90.0
148.931,0.02517,851.23032,0.00144,0.00144,17066.96,25.0,90.0
150.162,0.02527,861.23426,0.00146,0.00146,17267.54,25.0,90.0
151.394,0.02538,871.23787,0.00148,0.00148,17468.1,25.0,90.0
152.641,0.02548,881.24033,0.0015,0.0015,17668.65,25.0,90.0
153.867,0.02558,891.25147,0.00153,0.00153,17869.37,25.0,90.0
155.1,0.02568,901.26622,0.00153,0.00153,18070.17,25.0,90.0
156.328,0.02579,911.26857,0.00155,0.00155,18270.71,25.0,90.0
157.617,0.02589,921.26927,0.00157,0.00157,18471.22,25.0,90.0
158.771,0.02599,931.28425,0.00158,0.00158,18672.02,25.0,90.0
159.994,0.02609,941.29791,0.0016,0.0016,18872.79,25.0,90.0
161.226,0.02619,951.30091,0.00161,0.00161,19073.35,25.0,90.0
162.426,0.0263,961.30623,0.00167,0.00167,19273.95,25.0,90.0
163.645,0.0264,971.31154,0.00164,0.00164,19474.56,25.0,90.0
164.879,0.0265,981.32663,0.00165,0.00165,19675.36,25.0,90.0
166.087,0.0266,991.33238,0.00168,0.00168,19875.97,25.0,90.0
167.3,0.0267,1001.34,0.00172,0.00172,20076.68,25.0,90.0
168.444,0.0268,1011.35,0.00173,0.00173,20277.24,25.0,90.0
169.65,0.0269,1021.36,0.0018,0.0018,20478.01,25.0,90.0
170.867,0.027,1031.38,0.00178,0.00178,20678.86,25.0,90.0
172.074,0.0271,1041.39,0.00181,0.00181,20879.63,25.0,90.0
173.232,0.02719,1051.41,0.00181,0.00181,21080.45,25.0,90.0
174.434,0.0273,1061.42,0.00185,0.00185,21281.17,25.0,90.0
175.583,0.02739,1071.42,0.00185,0.00185,21481.69,25.0,90.0
176.789,0.02749,1081.42,0.00185,0.00185,21682.24,25.0,90.0
177.99,0.02759,1091.43,0.00187,0.00187,21882.99,25.0,90.0
179.192,0.02769,1101.44,0.00188,0.00188,22083.64,25.0,90.0
180.317,0.02779,1111.45,0.0019,0.0019,22284.3,25.0,90.0
181.522,0.02789,1121.45,0.00192,0.00192,22484.84,25.0,90.0
182.707,0.02799,1131.45,0.00194,0.00194,22685.38,25.0,90.0
183.832,0.02808,1141.47,0.00195,0.00195,22886.14,25.0,90.0
185.021,0.02818,1151.48,0.00197,0.00197,23086.92,25.0,90.0
186.204,0.02828,1161.49,0.00199,0.00199,23287.54,25.0,90.0
187.328,0.02837,1171.5,0.002,0.002,23488.27,25.0,90.0
188.522,0.02847,1181.51,0.00203,0.00203,23688.97,25.0,90.0
189.666,0.02856,1191.52,0.00204,0.00204,23889.74,25.0,90.0
190.855,0.02866,1201.53,0.00206,0.00206,24090.45,25.0,90.0
191.972,0.02876,1211.55,0.00207,0.00207,24291.32,25.0,90.0
193.111,0.02885,1221.57,0.00209,0.00209,24492.12,25.0,90.0
194.293,0.02895,1231.57,0.00211,0.00211,24692.67,25.0,90.0
195.413,0.02904,1241.58,0.00213,0.00213,24893.39,25.0,90.0
196.537,0.02914,1251.59,0.00215,0.00215,25094.13,25.0,90.0
197.678,0.02923,1261.61,0.00216,0.00216,25294.95,25.0,90.0
198.801,0.02933,1271.62,0.00216,0.00216,25495.58,25.0,90.0
199.917,0.02942,1281.62,0.00218,0.00218,25696.2,25.0,90.0
201.121,0.02952,1291.62,0.00219,0.00219,25896.76,25.0,90.0
202.239,0.02961,1301.64,0.00223,0.00223,26097.55,25.0,90.0
203.356,0.02971,1311.65,0.00224,0.00224,26298.3,25.0,90.0
204.475,0.0298,1321.66,0.00227,0.00227,26499.03,25.0,90.0
205.619,0.02989,1331.68,0.00229,0.00229,26699.79,25.0,90.0
206.739,0.02999,1341.68,0.00231,0.00231,26900.3,25.0,90.0
207.85,0.03008,1351.69,0.00233,0.00233,27101.07,25.0,90.0
208.969,0.03017,1361.7,0.00234,0.00234,27301.78,25.0,90.0
210.104,0.03027,1371.7,0.00236,0.00236,27502.3,25.0,90.0
211.217,0.03036,1381.72,0.00238,0.00238,27703.12,25.0,90.0
212.33,0.03045,1391.72,0.0024,0.0024,27903.69,25.0,90.0
213.456,0.03055,1401.74,0.00242,0.00242,28104.5,25.0,90.0
214.559,0.03064,1411.74,0.00243,0.00243,28305.13,25.0,90.0
215.678,0.03073,1421.76,0.00245,0.00245,28505.85,25.0,90.0
216.783,0.03083,1431.77,0.00247,0.00247,28706.54,25.0,90.0
217.903,0.03092,1441.78,0.00248,0.00248,28907.37,25.0,90.0
219.005,0.03101,1451.78,0.0025,0.0025,29107.89,25.0,90.0
220.119,0.0311,1461.79,0.00252,0.00252,29308.43,25.0,90.0
