Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
71.85,0.00675,360.19859,0.00063,0.00063,7279.55,25.0,0.0
73.364,0.00688,370.20956,0.00064,0.00064,7481.87,25.0,0.0
74.858,0.007,380.21155,0.00066,0.00066,7684.01,25.0,0.0
76.366,0.00713,390.21719,0.00068,0.00068,7886.22,25.0,0.0
77.859,0.00725,400.228,0.0007,0.0007,8088.54,25.0,0.0
79.349,0.00738,410.23575,0.00071,0.00071,8290.8,25.0,0.0
80.846,0.0075,420.24074,0.00073,0.00073,8492.99,25.0,0.0
82.266,0.00762,430.24432,0.00075,0.00075,8695.17,25.0,0.0
83.762,0.00774,440.24914,0.00077,0.00077,8897.36,25.0,0.0
85.22,0.00787,450.25009,0.00078,0.00078,9099.48,25.0,0.0
86.631,0.00798,460.25406,0.0008,0.0008,9301.66,25.0,0.0
88.101,0.0081,470.26388,0.00082,0.00082,9503.95,25.0,0.0
89.506,0.00822,480.27024,0.00083,0.00083,9706.18,25.0,0.0
90.911,0.00834,490.27165,0.00085,0.00085,9908.31,25.0,0.0
92.386,0.00846,500.28679,0.00087,0.00087,10110.71,25.0,0.0
93.788,0.00858,510.2965,0.00088,0.00088,10313.01,25.0,0.0
95.23,0.0087,520.30022,0.0009,0.0009,10515.18,25.0,0.0
96.643,0.00882,530.31267,0.00092,0.00092,10717.53,25.0,0.0
98.038,0.00893,540.31365,0.00094,0.00094,10919.65,25.0,0.0
99.424,0.00905,550.32544,0.00096,0.00096,11121.98,25.0,0.0
100.813,0.00917,560.33333,0.00097,0.00097,11324.24,25.0,0.0
102.189,0.00928,570.34029,0.00099,0.00099,11526.48,25.0,0.0
103.574,0.0094,580.34852,0.00101,0.00101,11728.75,25.0,0.0
104.954,0.00951,590.35301,0.00102,0.00102,11930.94,25.0,0.0
106.331,0.00962,600.36101,0.00105,0.00105,12133.19,25.0,0.0
107.654,0.00973,610.37527,0.00106,0.00106,12335.58,25.0,0.0
109.027,0.00985,620.38673,0.00108,0.00108,12537.91,25.0,0.0
110.343,0.00996,630.39611,0.00109,0.00109,12740.2,25.0,0.0
