Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
91.179,0.03882,350.0135,0.00278,0.00278,7159.02,412.78,0.0
93.308,0.039,355.54278,0.00288,0.00288,7272.12,412.78,0.0
95.452,0.03918,361.02908,0.00298,0.00298,7384.33,412.78,0.0
97.461,0.03935,366.28341,0.00308,0.00308,7491.8,412.78,0.0
99.513,0.03952,371.07852,0.00318,0.00318,7589.88,412.78,0.0
101.467,0.03968,375.69888,0.00328,0.00328,7684.38,412.78,0.0
103.447,0.03984,380.29047,0.00338,0.00338,7778.3,412.78,0.0
105.363,0.04,384.19272,0.00348,0.00348,7858.11,412.78,0.0
107.317,0.04017,388.32311,0.00358,0.00358,7942.59,412.78,0.0
109.211,0.04033,392.51709,0.00368,0.00368,8028.37,412.78,0.0
111.067,0.04048,396.05808,0.00378,0.00378,8100.8,412.78,0.0
112.944,0.04064,399.63005,0.00388,0.00388,8173.86,412.78,0.0
114.711,0.04078,402.83597,0.00398,0.00398,8239.43,412.78,0.0
116.582,0.04094,406.63483,0.00408,0.00408,8317.13,412.78,0.0
118.357,0.04109,409.62549,0.00418,0.00418,8378.3,412.78,0.0
120.171,0.04124,413.09628,0.00428,0.00428,8449.29,412.78,0.0
121.899,0.04138,415.97137,0.00438,0.00438,8508.1,412.78,0.0
123.683,0.04153,418.96922,0.00448,0.00448,8569.41,412.78,0.0
125.377,0.04167,420.87658,0.00458,0.00458,8608.43,412.78,0.0
127.292,0.04183,424.8454,0.00468,0.00468,8689.6,412.78,0.0
128.76,0.04195,424.84112,0.00478,0.00478,8689.52,412.78,0.0
130.444,0.0421,428.84912,0.00488,0.00488,8771.49,412.78,0.0
132.017,0.04223,431.542,0.00498,0.00498,8826.57,412.78,0.0
133.669,0.04236,434.10628,0.00508,0.00508,8879.02,412.78,0.0
135.386,0.04251,437.01993,0.00518,0.00518,8938.62,412.78,0.0
137.194,0.04266,440.07653,0.00528,0.00528,9001.13,412.78,0.0
139.081,0.04281,442.16106,0.00538,0.00538,9043.77,412.78,0.0
141.569,0.04302,446.21341,0.00548,0.00548,9126.66,412.78,0.0
142.962,0.04314,447.01726,0.00558,0.00558,9143.1,412.78,0.0
144.394,0.04326,448.77009,0.00568,0.00568,9178.95,412.78,0.0
146.032,0.04339,452.06023,0.00578,0.00578,9246.24,412.78,0.0
147.607,0.04352,454.42245,0.00588,0.00588,9294.56,412.78,0.0
149.177,0.04366,456.62658,0.00598,0.00598,9339.64,412.78,0.0
150.83,0.04379,458.59717,0.00608,0.00608,9379.95,412.78,0.0
152.338,0.04392,460.10725,0.00618,0.00618,9410.83,412.78,0.0
153.854,0.04405,462.46264,0.00628,0.00628,9459.01,412.78,0.0
155.533,0.04418,464.49942,0.00638,0.00638,9500.67,412.78,0.0
158.309,0.04442,468.76936,0.00648,0.00648,9588.0,412.78,0.0
159.9,0.04455,469.63523,0.00658,0.00658,9605.72,412.78,0.0
161.416,0.04468,472.05357,0.00668,0.00668,9655.18,412.78,0.0
162.897,0.0448,474.17131,0.00678,0.00678,9698.49,412.78,0.0
164.507,0.04493,476.15167,0.00688,0.00688,9739.0,412.78,0.0
166.025,0.04506,478.30124,0.00698,0.00698,9782.97,412.78,0.0
167.52,0.04518,479.96052,0.00708,0.00708,9816.9,412.78,0.0
168.929,0.0453,480.72457,0.00718,0.00718,9832.53,412.78,0.0
170.658,0.04545,484.36971,0.00728,0.00728,9907.09,412.78,0.0
171.88,0.04555,482.55159,0.00738,0.00738,9869.9,412.78,0.0
173.316,0.04567,485.30264,0.00748,0.00748,9926.17,412.78,0.0
175.133,0.04582,488.35567,0.00758,0.00758,9988.61,412.78,0.0
178.365,0.04609,493.21607,0.00768,0.00768,10088.03,412.78,0.0
180.232,0.04624,493.95636,0.00778,0.00778,10103.17,412.78,0.0
181.73,0.04637,496.03573,0.00788,0.00788,10145.7,412.78,0.0
183.233,0.04649,497.7274,0.00798,0.00798,10180.3,412.78,0.0
184.719,0.04662,499.70348,0.00808,0.00808,10220.72,412.78,0.0
186.187,0.04674,501.22017,0.00818,0.00818,10251.74,412.78,0.0
187.599,0.04686,503.4143,0.00828,0.00828,10296.62,412.78,0.0
189.052,0.04698,504.35805,0.00838,0.00838,10315.92,412.78,0.0
190.344,0.04709,504.44087,0.00848,0.00848,10317.61,412.78,0.0
192.254,0.04724,508.75352,0.00858,0.00858,10405.82,412.78,0.0
193.693,0.04737,508.35587,0.00868,0.00868,10397.69,412.78,0.0
194.992,0.04747,508.0742,0.00878,0.00878,10391.93,412.78,0.0
196.686,0.04761,513.17703,0.00888,0.00888,10496.3,412.78,0.0
198.784,0.04779,512.58026,0.00898,0.00898,10484.09,412.78,0.0
201.886,0.04805,519.09533,0.00908,0.00908,10617.35,412.78,0.0
203.583,0.04819,519.69533,0.00918,0.00918,10629.62,412.78,0.0
205.027,0.04831,521.25379,0.00928,0.00928,10661.5,412.78,0.0
206.48,0.04843,523.06456,0.00938,0.00938,10698.54,412.78,0.0
