Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
84.53,0.02871,360.52068,0.00073,0.00073,7286.06206,25.0,0.0
86.078,0.02884,370.52073,0.00075,0.00075,7488.16125,25.0,0.0
87.642,0.02897,380.52741,0.00077,0.00077,7690.39488,25.0,0.0
89.186,0.0291,390.53673,0.00078,0.00078,7892.68163,25.0,0.0
90.662,0.02922,400.54806,0.0008,0.0008,8095.00877,25.0,0.0
92.201,0.02935,410.55708,0.00082,0.00082,8297.28944,25.0,0.0
93.651,0.02947,420.56601,0.00083,0.00083,8499.56844,25.0,0.0
95.187,0.0296,430.57199,0.00085,0.00085,8701.78714,25.0,0.0
96.646,0.02972,440.58016,0.00087,0.00087,8904.05065,25.0,0.0
98.094,0.02984,450.5906,0.00088,0.00088,9106.36009,25.0,0.0
99.609,0.02997,460.60319,0.0009,0.0009,9308.71268,25.0,0.0
101.045,0.03009,470.61608,0.00092,0.00092,9511.07191,25.0,0.0
102.473,0.03021,480.61914,0.00093,0.00093,9713.23196,25.0,0.0
103.92,0.03033,490.6278,0.00095,0.00095,9915.50488,25.0,0.0
105.334,0.03045,500.63943,0.00097,0.00097,10117.83866,25.0,0.0
106.759,0.03057,510.65303,0.00098,0.00098,10320.21117,25.0,0.0
108.194,0.03068,520.66016,0.001,0.001,10522.45421,25.0,0.0
109.606,0.0308,530.66185,0.00101,0.00101,10724.5866,25.0,0.0
111.028,0.03092,540.66853,0.00103,0.00103,10926.81968,25.0,0.0
112.446,0.03104,550.66891,0.00104,0.00104,11128.92551,25.0,0.0
113.851,0.03115,560.67554,0.00106,0.00106,11331.15859,25.0,0.0
115.196,0.03127,570.67998,0.00107,0.00107,11533.34631,25.0,0.0
116.615,0.03139,580.68935,0.00109,0.00109,11735.63361,25.0,0.0
117.957,0.0315,590.70016,0.00111,0.00111,11937.95079,25.0,0.0
119.319,0.03161,600.70086,0.00113,0.00113,12140.06326,25.0,0.0
120.73,0.03173,610.70952,0.00114,0.00114,12342.33618,25.0,0.0
122.072,0.03184,620.72455,0.00116,0.00116,12544.73856,25.0,0.0
123.404,0.03195,630.73074,0.00117,0.00117,12746.96169,25.0,0.0
124.809,0.03207,640.73293,0.00119,0.00119,12949.10403,25.0,0.0
126.13,0.03218,650.73665,0.00121,0.00121,13151.27847,25.0,0.0
127.456,0.03229,660.74663,0.00122,0.00122,13353.57795,25.0,0.0
128.784,0.0324,670.75837,0.00124,0.00124,13555.91394,25.0,0.0
130.092,0.03251,680.76934,0.00124,0.00124,13758.23333,25.0,0.0
131.425,0.03262,690.77937,0.00126,0.00126,13960.53502,25.0,0.0
132.69,0.03272,700.79308,0.00128,0.00128,14162.90974,25.0,0.0
134.01,0.03284,710.799,0.0013,0.0013,14365.12844,25.0,0.0
135.317,0.03294,720.81266,0.00131,0.00131,14567.50205,25.0,0.0
136.626,0.03305,730.81523,0.00133,0.00133,14769.65215,25.0,0.0
137.868,0.03316,740.8206,0.00134,0.00134,14971.85978,25.0,0.0
139.16,0.03327,750.83052,0.00136,0.00136,15174.15815,25.0,0.0
140.483,0.03337,760.83413,0.00138,0.00138,15376.32926,25.0,0.0
141.726,0.03348,770.85053,0.00139,0.00139,15578.75931,25.0,0.0
143.03,0.03359,780.85942,0.00141,0.00141,15781.03776,25.0,0.0
144.289,0.03369,790.86479,0.00142,0.00142,15983.24429,25.0,0.0
145.582,0.0338,800.86697,0.00144,0.00144,16185.38664,25.0,0.0
146.811,0.0339,810.88398,0.00146,0.00146,16387.82886,25.0,0.0
148.053,0.034,820.89626,0.00146,0.00146,16590.17481,25.0,0.0
149.281,0.03411,830.89735,0.00149,0.00149,16792.29502,25.0,0.0
150.567,0.03422,840.89849,0.0015,0.0015,16994.41634,25.0,0.0
151.812,0.03432,850.9088,0.00151,0.00151,17196.72357,25.0,0.0
153.041,0.03442,860.92345,0.00153,0.00153,17399.11821,25.0,0.0
154.315,0.03453,870.93074,0.00155,0.00155,17601.36346,25.0,0.0
155.541,0.03463,880.93139,0.00156,0.00156,17803.47482,25.0,0.0
156.768,0.03473,890.93944,0.00158,0.00158,18005.73557,25.0,0.0
157.983,0.03483,900.94822,0.00159,0.00159,18208.01181,25.0,0.0
159.185,0.03493,910.95551,0.00161,0.00161,18410.25706,25.0,0.0
160.473,0.03504,920.9572,0.00163,0.00163,18612.39056,25.0,0.0
161.679,0.03514,930.96668,0.00164,0.00164,18814.67897,25.0,0.0
162.871,0.03524,940.97683,0.00165,0.00165,19016.98287,25.0,0.0
164.097,0.03534,950.97731,0.00167,0.00167,19219.09202,25.0,0.0
165.283,0.03544,960.98427,0.00169,0.00169,19421.32953,25.0,0.0
166.54,0.03555,970.99266,0.0017,0.0017,19623.59802,25.0,0.0
167.729,0.03565,981.00742,0.00172,0.00172,19825.99487,25.0,0.0
168.931,0.03574,991.02173,0.00173,0.00173,20028.38287,25.0,0.0
170.11,0.03584,1001.02836,0.00175,0.00175,20230.61374,25.0,0.0
171.294,0.03594,1011.03412,0.00176,0.00176,20432.82912,25.0,0.0
172.502,0.03604,1021.05041,0.00178,0.00178,20635.25696,25.0,0.0
173.692,0.03614,1031.06198,0.00179,0.00179,20837.58963,25.0,0.0
174.872,0.03624,1041.06762,0.00181,0.00181,21039.80058,25.0,0.0
176.062,0.03634,1051.07678,0.00182,0.00182,21242.08457,25.0,0.0
