Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
86.698,0.01807,360.18457,0.00114,0.00114,7367.0582,273.89,0.0
88.276,0.0182,370.19309,0.00116,0.00116,7571.76829,273.89,0.0
89.784,0.01833,380.20197,0.00118,0.00118,7776.48558,273.89,0.0
91.297,0.01846,390.21031,0.0012,0.0012,7981.1918,273.89,0.0
92.804,0.01858,400.22083,0.00122,0.00122,8185.94284,273.89,0.0
94.307,0.01871,410.22176,0.00125,0.00125,8390.49747,273.89,0.0
95.794,0.01883,420.2288,0.00127,0.00127,8595.17713,273.89,0.0
97.301,0.01896,430.24059,0.00129,0.00129,8799.95417,273.89,0.0
98.781,0.01908,440.24066,0.00131,0.00131,9004.49109,273.89,0.0
100.206,0.0192,450.24546,0.00133,0.00133,9209.12484,273.89,0.0
101.688,0.01932,460.25151,0.00135,0.00135,9413.78403,273.89,0.0
103.151,0.01944,470.25883,0.00137,0.00137,9618.46923,273.89,0.0
104.572,0.01956,480.27062,0.00139,0.00139,9823.24627,273.89,0.0
106.022,0.01968,490.27111,0.00141,0.00141,10027.79204,273.89,0.0
107.433,0.0198,500.27554,0.00143,0.00143,10232.41859,273.89,0.0
108.853,0.01992,510.28848,0.00145,0.00145,10437.21887,273.89,0.0
110.244,0.02003,520.29451,0.00147,0.00147,10641.87751,273.89,0.0
111.638,0.02015,530.29983,0.00149,0.00149,10846.52177,273.89,0.0
113.104,0.02027,540.30371,0.00151,0.00151,11051.13725,273.89,0.0
114.49,0.02039,550.30661,0.00153,0.00153,11255.73171,273.89,0.0
115.871,0.0205,560.30726,0.00155,0.00155,11460.28081,273.89,0.0
117.26,0.02062,570.30989,0.00157,0.00157,11664.87084,273.89,0.0
118.64,0.02073,580.31581,0.00159,0.00159,11869.52727,273.89,0.0
119.959,0.02084,590.32293,0.00161,0.00161,12074.20804,273.89,0.0
121.34,0.02096,600.32643,0.00163,0.00163,12278.81578,273.89,0.0
122.709,0.02107,610.33416,0.00165,0.00165,12483.50983,273.89,0.0
124.074,0.02119,620.33739,0.00167,0.00167,12688.11093,273.89,0.0
125.406,0.0213,630.34885,0.00169,0.00169,12892.88133,273.89,0.0
126.768,0.02141,640.35011,0.00171,0.00171,13097.4426,273.89,0.0
128.067,0.02152,650.36404,0.00173,0.00173,13302.26279,273.89,0.0
129.441,0.02163,660.36408,0.00175,0.00175,13506.79971,273.89,0.0
130.743,0.02174,670.36764,0.00177,0.00177,13711.40856,273.89,0.0
132.117,0.02186,680.37663,0.00179,0.00179,13916.12806,273.89,0.0
133.43,0.02197,690.38859,0.00181,0.00181,14120.90842,273.89,0.0
134.77,0.02208,700.40159,0.00184,0.00184,14325.70981,273.89,0.0
136.075,0.02219,710.40531,0.00185,0.00185,14530.32087,273.89,0.0
137.434,0.0223,720.41792,0.00187,0.00187,14735.11451,273.89,0.0
138.726,0.02241,730.43131,0.0019,0.0019,14939.92474,273.89,0.0
140.012,0.02252,740.43272,0.00192,0.00192,15144.48933,273.89,0.0
141.322,0.02262,750.44495,0.00194,0.00194,15349.27522,273.89,0.0
142.61,0.02273,760.44796,0.00196,0.00196,15553.8719,273.89,0.0
143.89,0.02284,770.45015,0.00198,0.00198,15758.45197,273.89,0.0
145.254,0.02295,780.46298,0.002,0.002,15963.25004,273.89,0.0
146.523,0.02306,790.46972,0.00203,0.00203,16167.92417,273.89,0.0
147.801,0.02317,800.47174,0.00204,0.00204,16372.50093,273.89,0.0
149.152,0.02328,810.47876,0.00207,0.00207,16577.18059,273.89,0.0
150.419,0.02338,820.4793,0.00209,0.00209,16781.72636,273.89,0.0
151.702,0.02349,830.48407,0.00211,0.00211,16986.35955,273.89,0.0
152.998,0.0236,840.4975,0.00213,0.00213,17191.1709,273.89,0.0
154.269,0.0237,850.49793,0.00215,0.00215,17395.71446,273.89,0.0
155.541,0.02381,860.50747,0.00217,0.00217,17600.44613,273.89,0.0
156.829,0.02392,870.51059,0.00219,0.00219,17805.04502,273.89,0.0
