Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
92.031,0.02766,360.20144,0.00157,0.00157,7337.96,343.33,0.0
93.748,0.02781,370.20862,0.00159,0.00159,7541.83,343.33,0.0
95.463,0.02795,380.21624,0.00161,0.00161,7745.7,343.33,0.0
97.18,0.02809,390.22855,0.00163,0.00163,7949.67,343.33,0.0
98.874,0.02823,400.23922,0.00165,0.00165,8153.61,343.33,0.0
100.572,0.02838,410.24909,0.00167,0.00167,8357.53,343.33,0.0
102.286,0.02852,420.2597,0.00169,0.00169,8561.46,343.33,0.0
103.978,0.02866,430.26233,0.00171,0.00171,8765.23,343.33,0.0
105.695,0.0288,440.27316,0.00174,0.00174,8969.17,343.33,0.0
107.388,0.02894,450.27669,0.00176,0.00176,9172.96,343.33,0.0
109.018,0.02908,460.2876,0.00178,0.00178,9376.9,343.33,0.0
110.74,0.02922,470.29286,0.00181,0.00181,9580.73,343.33,0.0
112.431,0.02936,480.29779,0.00184,0.00184,9784.55,343.33,0.0
114.152,0.02951,490.30365,0.00186,0.00186,9988.38,343.33,0.0
115.86,0.02965,500.31671,0.00189,0.00189,10192.37,343.33,0.0
117.652,0.0298,510.31917,0.00192,0.00192,10396.14,343.33,0.0
119.372,0.02994,520.31992,0.00195,0.00195,10599.87,343.33,0.0
121.092,0.03009,530.31997,0.00198,0.00198,10803.59,343.33,0.0
122.994,0.03024,540.32929,0.00202,0.00202,11007.5,343.33,0.0
124.811,0.0304,550.3385,0.00206,0.00206,11211.4,343.33,0.0
126.731,0.03055,560.34848,0.0021,0.0021,11415.33,343.33,0.0
128.736,0.03072,570.35215,0.00216,0.00216,11619.12,343.33,0.0
130.94,0.03091,580.36679,0.00223,0.00223,11823.14,343.33,0.0
133.256,0.0311,590.37227,0.0023,0.0023,12026.97,343.33,0.0
135.831,0.03131,600.37281,0.0024,0.0024,12230.7,343.33,0.0
138.126,0.0315,607.94228,0.0025,0.0025,12384.9,343.33,0.0
140.153,0.03167,614.20712,0.0026,0.0026,12512.53,343.33,0.0
142.232,0.03185,620.4504,0.0027,0.0027,12639.71,343.33,0.0
144.04,0.032,625.09131,0.0028,0.0028,12734.26,343.33,0.0
145.857,0.03215,629.4944,0.0029,0.0029,12823.96,343.33,0.0
147.602,0.03229,633.60084,0.003,0.003,12907.61,343.33,0.0
149.313,0.03244,637.30179,0.0031,0.0031,12983.01,343.33,0.0
150.974,0.03258,640.62728,0.0032,0.0032,13050.75,343.33,0.0
152.627,0.03271,644.37109,0.0033,0.0033,13127.02,343.33,0.0
