Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
91.443,0.03192,360.18451,0.00178,0.00178,7367.06,343.33,0.0
93.096,0.03206,370.18886,0.00181,0.00181,7571.68,343.33,0.0
94.764,0.0322,380.1913,0.00183,0.00183,7776.27,343.33,0.0
96.355,0.03233,390.19162,0.00185,0.00185,7980.81,343.33,0.0
98.008,0.03247,400.20105,0.00187,0.00187,8185.54,343.33,0.0
99.6,0.0326,410.20225,0.0019,0.0019,8390.1,343.33,0.0
101.246,0.03274,420.21146,0.00192,0.00192,8594.82,343.33,0.0
102.898,0.03288,430.21798,0.00195,0.00195,8799.49,343.33,0.0
104.461,0.03301,440.22574,0.00197,0.00197,9004.19,343.33,0.0
106.048,0.03314,450.23034,0.002,0.002,9208.82,343.33,0.0
107.706,0.03328,460.23823,0.00202,0.00202,9413.51,343.33,0.0
109.291,0.03341,470.24176,0.00205,0.00205,9618.12,343.33,0.0
110.959,0.03355,480.24587,0.00208,0.00208,9822.74,343.33,0.0
112.609,0.03369,490.25651,0.00211,0.00211,10027.49,343.33,0.0
114.275,0.03383,500.26478,0.00214,0.00214,10232.2,343.33,0.0
115.952,0.03397,510.27608,0.00218,0.00218,10436.97,343.33,0.0
117.686,0.03411,520.28167,0.00221,0.00221,10641.62,343.33,0.0
119.385,0.03425,530.28237,0.00226,0.00226,10846.17,343.33,0.0
121.155,0.0344,540.28994,0.0023,0.0023,11050.86,343.33,0.0
123.028,0.03456,550.29015,0.00235,0.00235,11255.4,343.33,0.0
125.005,0.03472,560.29673,0.00241,0.00241,11460.07,343.33,0.0
127.094,0.0349,570.30001,0.00247,0.00247,11664.67,343.33,0.0
129.312,0.03508,580.31032,0.00255,0.00255,11869.41,343.33,0.0
131.833,0.03529,589.96195,0.00265,0.00265,12066.83,343.33,0.0
134.104,0.03548,597.95853,0.00275,0.00275,12230.38,343.33,0.0
136.139,0.03565,604.39824,0.00285,0.00285,12362.1,343.33,0.0
138.018,0.03581,609.89947,0.00295,0.00295,12474.62,343.33,0.0
139.923,0.03596,614.76355,0.00305,0.00305,12574.11,343.33,0.0
141.714,0.03612,619.22509,0.00315,0.00315,12665.36,343.33,0.0
143.434,0.03626,623.09745,0.00325,0.00325,12744.56,343.33,0.0
145.141,0.0364,627.03578,0.00335,0.00335,12825.12,343.33,0.0
146.806,0.03654,630.67361,0.00345,0.00345,12899.52,343.33,0.0
148.529,0.03668,633.84097,0.00355,0.00355,12964.31,343.33,0.0
150.22,0.03682,637.20366,0.00365,0.00365,13033.09,343.33,0.0
151.832,0.03696,640.2124,0.00375,0.00375,13094.63,343.33,0.0
153.409,0.03709,643.01236,0.00385,0.00385,13151.89,343.33,0.0
155.047,0.03723,645.71001,0.00395,0.00395,13207.07,343.33,0.0
156.666,0.03736,648.9103,0.00405,0.00405,13272.53,343.33,0.0
158.217,0.03749,651.39604,0.00415,0.00415,13323.37,343.33,0.0
159.803,0.03762,653.76949,0.00425,0.00425,13371.92,343.33,0.0
161.333,0.03775,656.26835,0.00435,0.00435,13423.03,343.33,0.0
162.788,0.03787,658.5531,0.00445,0.00445,13469.76,343.33,0.0
164.274,0.03799,661.20064,0.00455,0.00455,13523.91,343.33,0.0
165.853,0.03813,663.24752,0.00465,0.00465,13565.78,343.33,0.0
167.338,0.03825,665.71268,0.00475,0.00475,13616.2,343.33,0.0
168.9,0.03838,668.04463,0.00485,0.00485,13663.89,343.33,0.0
170.367,0.0385,669.94387,0.00495,0.00495,13702.74,343.33,0.0
171.927,0.03863,672.17221,0.00505,0.00505,13748.32,343.33,0.0
173.427,0.03876,674.64181,0.00515,0.00515,13798.83,343.33,0.0
175.005,0.03889,676.50499,0.00525,0.00525,13836.94,343.33,0.0
176.583,0.03902,679.12756,0.00535,0.00535,13890.58,343.33,0.0
178.063,0.03914,681.02757,0.00545,0.00545,13929.44,343.33,0.0
179.421,0.03926,681.51209,0.00555,0.00555,13939.35,343.33,0.0
180.948,0.03938,684.03455,0.00565,0.00565,13990.95,343.33,0.0
182.418,0.03951,686.55635,0.00575,0.00575,14042.52,343.33,0.0
183.999,0.03964,688.74039,0.00585,0.00585,14087.2,343.33,0.0
185.869,0.03979,691.633,0.00595,0.00595,14146.36,343.33,0.0
187.264,0.03991,690.79359,0.00605,0.00605,14129.19,343.33,0.0
188.787,0.04004,693.18772,0.00615,0.00615,14178.16,343.33,0.0
190.195,0.04016,694.56753,0.00625,0.00625,14206.38,343.33,0.0
191.646,0.04027,696.76716,0.00635,0.00635,14251.37,343.33,0.0
193.132,0.0404,700.04044,0.00645,0.00645,14318.32,343.33,0.0
194.642,0.04053,702.52745,0.00655,0.00655,14369.19,343.33,0.0
196.163,0.04065,705.00018,0.00665,0.00665,14419.77,343.33,0.0
197.663,0.04078,707.74871,0.00675,0.00675,14475.98,343.33,0.0
199.099,0.0409,709.34329,0.00685,0.00685,14508.6,343.33,0.0
200.618,0.04102,710.62941,0.00695,0.00695,14534.91,343.33,0.0
202.833,0.04121,713.42799,0.00705,0.00705,14592.15,343.33,0.0
204.135,0.04132,712.57832,0.00715,0.00715,14574.77,343.33,0.0
205.515,0.04143,714.83859,0.00725,0.00725,14621.0,343.33,0.0
207.062,0.04156,717.15962,0.00735,0.00735,14668.47,343.33,0.0
208.53,0.04168,719.14465,0.00745,0.00745,14709.07,343.33,0.0
210.0,0.04181,721.46041,0.00755,0.00755,14756.44,343.33,0.0
211.469,0.04193,723.82304,0.00765,0.00765,14804.76,343.33,0.0
212.99,0.04205,726.12443,0.00775,0.00775,14851.83,343.33,0.0
214.452,0.04218,728.3605,0.00785,0.00785,14897.57,343.33,0.0
216.019,0.04231,730.46215,0.00795,0.00795,14940.56,343.33,0.0
217.5,0.04243,732.33466,0.00805,0.00805,14978.85,343.33,0.0
218.899,0.04255,733.06694,0.00816,0.00816,14993.83,343.33,0.0
220.707,0.0427,733.2362,0.00826,0.00826,14997.29,343.33,0.0
222.715,0.04287,738.18529,0.00836,0.00836,15098.52,343.33,0.0
223.973,0.04297,736.76805,0.00846,0.00846,15069.53,343.33,0.0
225.515,0.0431,739.90956,0.00856,0.00856,15133.79,343.33,0.0
226.934,0.04322,742.27379,0.00866,0.00866,15182.15,343.33,0.0
228.444,0.04334,743.84866,0.00876,0.00876,15214.36,343.33,0.0
229.969,0.04347,746.12633,0.00886,0.00886,15260.94,343.33,0.0
231.425,0.04359,748.08177,0.00896,0.00896,15300.94,343.33,0.0
232.951,0.04372,750.66707,0.00906,0.00906,15353.82,343.33,0.0
234.402,0.04384,752.3735,0.00916,0.00916,15388.72,343.33,0.0
235.804,0.04396,753.7779,0.00926,0.00926,15417.45,343.33,0.0
237.329,0.04408,755.49816,0.00936,0.00936,15452.63,343.33,0.0
238.705,0.0442,756.44893,0.00946,0.00946,15472.08,343.33,0.0
240.285,0.04433,757.44581,0.00956,0.00956,15492.47,343.33,0.0
242.705,0.04453,761.51795,0.00966,0.00966,15575.76,343.33,0.0
244.221,0.04466,760.81783,0.00976,0.00976,15561.44,343.33,0.0
245.688,0.04478,762.82767,0.00986,0.00986,15602.55,343.33,0.0
247.189,0.0449,765.54403,0.00996,0.00996,15658.1,343.33,0.0
248.642,0.04502,767.44646,0.01006,0.01006,15697.02,343.33,0.0
250.123,0.04515,769.65256,0.01016,0.01016,15742.14,343.33,0.0
251.507,0.04527,771.05295,0.01026,0.01026,15770.78,343.33,0.0
253.005,0.04539,773.50763,0.01036,0.01036,15820.99,343.33,0.0
254.465,0.04551,775.19013,0.01046,0.01046,15855.4,343.33,0.0
255.872,0.04563,776.54699,0.01056,0.01056,15883.15,343.33,0.0
257.268,0.04574,778.19749,0.01066,0.01066,15916.91,343.33,0.0
258.712,0.04586,779.65875,0.01076,0.01076,15946.8,343.33,0.0
260.141,0.04598,780.87533,0.01086,0.01086,15971.68,343.33,0.0
261.756,0.04612,782.12199,0.01096,0.01096,15997.18,343.33,0.0
264.245,0.04632,785.07738,0.01106,0.01106,16057.63,343.33,0.0
265.996,0.04647,786.86844,0.01116,0.01116,16094.26,343.33,0.0
267.359,0.04659,787.12361,0.01126,0.01126,16099.48,343.33,0.0
268.903,0.04671,789.48092,0.01136,0.01136,16147.7,343.33,0.0
270.45,0.04684,791.43142,0.01146,0.01146,16187.59,343.33,0.0
271.933,0.04697,793.46397,0.01156,0.01156,16229.17,343.33,0.0
273.418,0.04709,795.63951,0.01166,0.01166,16273.66,343.33,0.0
274.791,0.04721,796.87947,0.01176,0.01176,16299.03,343.33,0.0
276.234,0.04732,798.62547,0.01186,0.01186,16334.74,343.33,0.0
277.68,0.04744,800.04282,0.01196,0.01196,16363.73,343.33,0.0
279.134,0.04757,801.8628,0.01206,0.01206,16400.95,343.33,0.0
280.557,0.04768,803.17873,0.01216,0.01216,16427.87,343.33,0.0
281.985,0.0478,804.52994,0.01226,0.01226,16455.51,343.33,0.0
283.446,0.04793,806.23,0.01236,0.01236,16490.28,343.33,0.0
285.171,0.04807,807.05366,0.01246,0.01246,16507.12,343.33,0.0
287.802,0.04829,810.45878,0.01256,0.01256,16576.77,343.33,0.0
289.648,0.04844,812.44792,0.01266,0.01266,16617.46,343.33,0.0
291.046,0.04856,812.00978,0.01276,0.01276,16608.49,343.33,0.0
292.533,0.04868,814.19349,0.01286,0.01286,16653.16,343.33,0.0
294.017,0.04881,816.00206,0.01296,0.01296,16690.15,343.33,0.0
295.429,0.04892,818.13922,0.01306,0.01306,16733.86,343.33,0.0
296.918,0.04905,819.52924,0.01316,0.01316,16762.29,343.33,0.0
298.353,0.04917,821.09961,0.01326,0.01326,16794.41,343.33,0.0
299.804,0.04929,822.79726,0.01336,0.01336,16829.14,343.33,0.0
301.222,0.04941,824.77295,0.01346,0.01346,16869.55,343.33,0.0
302.647,0.04953,826.05452,0.01356,0.01356,16895.76,343.33,0.0
304.063,0.04964,827.20139,0.01366,0.01366,16919.22,343.33,0.0
305.46,0.04976,828.64981,0.01376,0.01376,16948.84,343.33,0.0
306.809,0.04987,829.7233,0.01386,0.01386,16970.8,343.33,0.0
308.235,0.04999,831.3777,0.01396,0.01396,17004.64,343.33,0.0
310.043,0.05014,832.34812,0.01406,0.01406,17024.49,343.33,0.0
312.754,0.05037,835.62827,0.01416,0.01416,17091.58,343.33,0.0
314.823,0.05054,838.29102,0.01426,0.01426,17146.04,343.33,0.0
316.355,0.05067,837.76835,0.01436,0.01436,17135.35,343.33,0.0
317.841,0.05079,839.10288,0.01446,0.01446,17162.65,343.33,0.0
319.31,0.05091,840.83823,0.01456,0.01456,17198.14,343.33,0.0
320.755,0.05103,842.40805,0.01466,0.01466,17230.25,343.33,0.0
322.205,0.05116,844.04466,0.01476,0.01476,17263.72,343.33,0.0
323.639,0.05128,845.87464,0.01486,0.01486,17301.15,343.33,0.0
325.043,0.05139,847.28469,0.01496,0.01496,17329.99,343.33,0.0
326.524,0.05152,849.24661,0.01506,0.01506,17370.12,343.33,0.0
327.943,0.05163,850.12016,0.01516,0.01516,17387.99,343.33,0.0
329.346,0.05175,851.63992,0.01526,0.01526,17419.07,343.33,0.0
330.702,0.05186,852.76951,0.01536,0.01536,17442.18,343.33,0.0
332.078,0.05198,854.33483,0.01546,0.01546,17474.19,343.33,0.0
333.524,0.0521,855.73786,0.01556,0.01556,17502.89,343.33,0.0
334.892,0.05221,857.2085,0.01566,0.01566,17532.97,343.33,0.0
337.054,0.05239,857.93457,0.01576,0.01576,17547.82,343.33,0.0
339.776,0.05262,862.09903,0.01586,0.01586,17633.0,343.33,0.0
341.902,0.0528,864.47604,0.01596,0.01596,17681.62,343.33,0.0
343.527,0.05293,863.65161,0.01606,0.01606,17664.75,343.33,0.0
344.927,0.05305,863.829,0.01616,0.01616,17668.38,343.33,0.0
346.385,0.05317,865.98906,0.01626,0.01626,17712.56,343.33,0.0
347.846,0.05329,867.72145,0.01636,0.01636,17748.0,343.33,0.0
349.276,0.05341,869.10757,0.01646,0.01646,17776.35,343.33,0.0
350.663,0.05353,870.16833,0.01656,0.01656,17798.04,343.33,0.0
352.031,0.05364,871.73974,0.01666,0.01666,17830.19,343.33,0.0
353.46,0.05376,873.16873,0.01676,0.01676,17859.41,343.33,0.0
354.894,0.05388,874.33492,0.01686,0.01686,17883.27,343.33,0.0
356.316,0.054,876.01726,0.01696,0.01696,17917.68,343.33,0.0
357.695,0.05411,877.32939,0.01706,0.01706,17944.51,343.33,0.0
359.179,0.05424,878.84718,0.01716,0.01716,17975.56,343.33,0.0
360.565,0.05435,879.84477,0.01726,0.01726,17995.96,343.33,0.0
361.995,0.05447,881.86185,0.01736,0.01736,18037.22,343.33,0.0
363.42,0.05459,883.04094,0.01746,0.01746,18061.34,343.33,0.0
365.568,0.05477,884.5235,0.01756,0.01756,18091.66,343.33,0.0
368.228,0.05499,888.72714,0.01766,0.01766,18177.64,343.33,0.0
370.43,0.05517,891.71963,0.01776,0.01776,18238.85,343.33,0.0
372.292,0.05533,889.26885,0.01786,0.01786,18188.72,343.33,0.0
373.766,0.05545,888.50606,0.01796,0.01796,18173.12,343.33,0.0
375.317,0.05558,890.46776,0.01806,0.01806,18213.24,343.33,0.0
376.742,0.0557,891.68028,0.01816,0.01816,18238.04,343.33,0.0
378.236,0.05582,893.77124,0.01826,0.01826,18280.81,343.33,0.0
379.635,0.05594,894.83683,0.01836,0.01836,18302.6,343.33,0.0
381.066,0.05606,896.01894,0.01846,0.01846,18326.78,343.33,0.0
382.463,0.05618,897.93349,0.01856,0.01856,18365.94,343.33,0.0
383.944,0.0563,899.11819,0.01866,0.01866,18390.17,343.33,0.0
385.342,0.05642,900.15952,0.01876,0.01876,18411.47,343.33,0.0
386.795,0.05654,901.96518,0.01886,0.01886,18448.4,343.33,0.0
388.178,0.05665,903.03061,0.01896,0.01896,18470.2,343.33,0.0
389.578,0.05677,904.62041,0.01906,0.01906,18502.71,343.33,0.0
390.943,0.05688,905.72184,0.01916,0.01916,18525.24,343.33,0.0
392.378,0.057,907.43535,0.01926,0.01926,18560.29,343.33,0.0
393.821,0.05712,908.81702,0.01936,0.01936,18588.55,343.33,0.0
396.087,0.05731,910.7144,0.01946,0.01946,18627.36,343.33,0.0
398.666,0.05753,915.39757,0.01956,0.01956,18723.14,343.33,0.0
400.998,0.05772,916.93418,0.01966,0.01966,18754.57,343.33,0.0
402.989,0.05789,918.54616,0.01976,0.01976,18787.54,343.33,0.0
404.828,0.05804,912.0301,0.01986,0.01986,18654.27,343.33,0.0
406.928,0.05822,917.99418,0.01996,0.01996,18776.25,343.33,0.0
408.382,0.05834,918.08781,0.02006,0.02006,18778.17,343.33,0.0
409.708,0.05845,918.40642,0.02016,0.02016,18784.68,343.33,0.0
411.095,0.05856,919.66872,0.02026,0.02026,18810.51,343.33,0.0
412.471,0.05868,921.40791,0.02036,0.02036,18846.08,343.33,0.0
413.877,0.05879,922.17082,0.02046,0.02046,18861.68,343.33,0.0
415.274,0.05891,924.21232,0.02056,0.02056,18903.44,343.33,0.0
416.617,0.05902,925.32385,0.02066,0.02066,18926.17,343.33,0.0
418.027,0.05914,926.59279,0.02076,0.02076,18952.13,343.33,0.0
419.399,0.05925,927.93242,0.02086,0.02086,18979.53,343.33,0.0
420.748,0.05937,929.05592,0.02096,0.02096,19002.5,343.33,0.0
422.186,0.05949,930.69994,0.02106,0.02106,19036.13,343.33,0.0
423.544,0.0596,931.77854,0.02116,0.02116,19058.19,343.33,0.0
424.949,0.05972,933.8117,0.02126,0.02126,19099.78,343.33,0.0
426.413,0.05984,935.06824,0.02136,0.02136,19125.48,343.33,0.0
428.716,0.06003,937.34652,0.02146,0.02146,19172.08,343.33,0.0
430.98,0.06022,941.2675,0.02156,0.02156,19252.28,343.33,0.0
433.001,0.06039,942.52656,0.02166,0.02166,19278.03,343.33,0.0
434.753,0.06053,943.36191,0.02176,0.02176,19295.11,343.33,0.0
436.116,0.06065,943.10362,0.02186,0.02186,19289.83,343.33,0.0
437.284,0.06075,937.4497,0.02196,0.02196,19174.19,343.33,0.0
438.913,0.06088,939.91854,0.02206,0.02206,19224.68,343.33,0.0
441.75,0.06112,944.37311,0.02216,0.02216,19315.8,343.33,0.0
443.818,0.06129,945.18464,0.02226,0.02226,19332.4,343.33,0.0
445.16,0.0614,945.45424,0.02236,0.02236,19337.91,343.33,0.0
446.556,0.06152,946.58651,0.02246,0.02246,19361.07,343.33,0.0
447.918,0.06163,948.01188,0.02256,0.02256,19390.22,343.33,0.0
449.286,0.06175,949.37555,0.02266,0.02266,19418.11,343.33,0.0
450.694,0.06186,950.3019,0.02276,0.02276,19437.06,343.33,0.0
452.044,0.06198,951.83352,0.02286,0.02286,19468.39,343.33,0.0
453.461,0.06209,952.8321,0.02296,0.02296,19488.81,343.33,0.0
454.898,0.06221,954.18062,0.02306,0.02306,19516.4,343.33,0.0
456.263,0.06233,955.71992,0.02316,0.02316,19547.88,343.33,0.0
457.683,0.06245,956.87328,0.02326,0.02326,19571.47,343.33,0.0
459.078,0.06256,958.87801,0.02336,0.02336,19612.47,343.33,0.0
460.455,0.06268,960.03531,0.02346,0.02346,19636.14,343.33,0.0
462.213,0.06282,961.34586,0.02356,0.02356,19662.95,343.33,0.0
464.399,0.06301,963.86519,0.02366,0.02366,19714.48,343.33,0.0
466.267,0.06316,966.19549,0.02376,0.02376,19762.14,343.33,0.0
467.689,0.06328,965.37507,0.02386,0.02386,19745.36,343.33,0.0
468.939,0.06338,962.92226,0.02396,0.02396,19695.19,343.33,0.0
470.463,0.06351,964.74642,0.02406,0.02406,19732.5,343.33,0.0
472.141,0.06365,967.19067,0.02416,0.02416,19782.5,343.33,0.0
473.731,0.06378,968.47981,0.02426,0.02426,19808.87,343.33,0.0
475.236,0.06391,969.22361,0.02436,0.02436,19824.08,343.33,0.0
476.614,0.06402,969.73097,0.02446,0.02446,19834.46,343.33,0.0
478.046,0.06414,970.656,0.02456,0.02456,19853.38,343.33,0.0
479.551,0.06427,972.05655,0.02466,0.02466,19882.02,343.33,0.0
481.148,0.0644,973.44887,0.02476,0.02476,19910.5,343.33,0.0
482.714,0.06453,974.29421,0.02486,0.02486,19927.79,343.33,0.0
484.608,0.06469,975.4468,0.02496,0.02496,19951.36,343.33,0.0
487.039,0.06489,975.55042,0.02506,0.02506,19953.48,343.33,0.0
489.445,0.06509,979.85505,0.02516,0.02516,20041.53,343.33,0.0
491.197,0.06524,980.95495,0.02526,0.02526,20064.02,343.33,0.0
492.578,0.06535,981.00544,0.02536,0.02536,20065.06,343.33,0.0
493.997,0.06547,982.35133,0.02546,0.02546,20092.59,343.33,0.0
495.5,0.0656,983.99327,0.02556,0.02556,20126.17,343.33,0.0
497.313,0.06575,985.0284,0.02566,0.02566,20147.34,343.33,0.0
