Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
87.892,0.04574,360.20114,7e-05,7e-05,7337.95759,343.33,0.0
89.501,0.04588,370.20478,9e-05,9e-05,7541.75036,343.33,0.0
91.181,0.04602,380.2118,0.00011,0.00011,7745.61118,343.33,0.0
92.841,0.04616,390.21596,0.00014,0.00014,7949.41445,343.33,0.0
94.507,0.0463,400.21946,0.00016,0.00016,8153.20445,343.33,0.0
96.156,0.04643,410.22288,0.00019,0.00019,8356.99224,343.33,0.0
97.794,0.04657,420.2254,0.00021,0.00021,8560.76177,343.33,0.0
99.444,0.04671,430.23889,0.00024,0.00024,8764.75482,343.33,0.0
101.035,0.04684,440.24558,0.00026,0.00026,8968.60955,343.33,0.0
102.689,0.04698,450.24721,0.00028,0.00028,9172.36137,343.33,0.0
104.342,0.04711,460.25305,0.00031,0.00031,9376.19895,343.33,0.0
105.947,0.04725,470.26015,0.00034,0.00034,9580.06198,343.33,0.0
107.616,0.04739,480.26623,0.00037,0.00037,9783.90399,343.33,0.0
109.258,0.04753,490.27456,0.00041,0.00041,9987.79137,343.33,0.0
110.916,0.04766,500.27505,0.00043,0.00043,10191.5205,343.33,0.0
112.575,0.0478,510.28409,0.00047,0.00047,10395.42227,343.33,0.0
114.251,0.04794,520.29363,0.0005,0.0005,10599.33509,343.33,0.0
115.922,0.04808,530.30444,0.00054,0.00054,10803.27337,343.33,0.0
117.68,0.04823,540.30498,0.00058,0.00058,11007.00251,343.33,0.0
119.463,0.04837,550.31611,0.00063,0.00063,11210.94853,343.33,0.0
121.331,0.04853,560.31725,0.00069,0.00069,11414.68984,343.33,0.0
123.302,0.04869,570.32784,0.00075,0.00075,11618.62369,343.33,0.0
125.362,0.04887,580.33348,0.00081,0.00081,11822.45684,343.33,0.0
127.584,0.04905,590.34747,0.00089,0.00089,12026.46041,343.33,0.0
130.01,0.04926,599.7811,0.00099,0.00099,12218.64048,343.33,0.0
132.144,0.04943,607.24831,0.00109,0.00109,12370.76124,343.33,0.0
134.191,0.0496,613.70141,0.00119,0.00119,12502.2227,343.33,0.0
136.124,0.04976,619.73168,0.00129,0.00129,12625.07078,343.33,0.0
138.026,0.04992,624.74213,0.00139,0.00139,12727.14227,343.33,0.0
139.845,0.05007,629.2348,0.00149,0.00149,12818.66613,343.33,0.0
141.622,0.05022,633.47916,0.00159,0.00159,12905.13195,343.33,0.0
143.315,0.05036,637.49164,0.00169,0.00169,12986.87391,343.33,0.0
145.011,0.0505,640.83622,0.00179,0.00179,13055.00862,343.33,0.0
146.643,0.05064,644.41544,0.00189,0.00189,13127.92362,343.33,0.0
148.398,0.05079,647.99207,0.00199,0.00199,13200.78662,343.33,0.0
149.907,0.05091,650.44642,0.00209,0.00209,13250.78609,343.33,0.0
151.522,0.05105,653.78859,0.00219,0.00219,13318.87211,343.33,0.0
153.127,0.05118,656.28854,0.00229,0.00229,13369.80107,343.33,0.0
154.707,0.05131,658.84059,0.00239,0.00239,13421.79122,343.33,0.0
156.275,0.05144,661.71656,0.00249,0.00249,13480.37973,343.33,0.0
157.756,0.05157,664.21822,0.00259,0.00259,13531.34299,343.33,0.0
159.312,0.0517,666.62608,0.00269,0.00269,13580.39525,343.33,0.0
160.859,0.05183,669.50523,0.00279,0.00279,13639.04904,343.33,0.0
162.442,0.05196,671.83774,0.00289,0.00289,13686.56651,343.33,0.0
163.995,0.05209,674.44219,0.00299,0.00299,13739.62448,343.33,0.0
165.456,0.05221,676.71877,0.00309,0.00309,13786.0022,343.33,0.0
166.972,0.05233,678.32196,0.00319,0.00319,13818.66203,343.33,0.0
168.526,0.05246,680.96231,0.0033,0.0033,13872.45032,343.33,0.0
169.995,0.05259,683.10541,0.0034,0.0034,13916.10925,343.33,0.0
171.497,0.05271,685.05706,0.0035,0.0035,13955.8687,343.33,0.0
173.052,0.05284,687.26953,0.0036,0.0036,14000.94069,343.33,0.0
174.579,0.05297,689.67931,0.0037,0.0037,14050.03168,343.33,0.0
176.129,0.0531,692.0993,0.0038,0.0038,14099.3318,343.33,0.0
177.608,0.05322,693.82916,0.0039,0.0039,14134.5721,343.33,0.0
179.072,0.05334,695.70963,0.004,0.004,14172.88086,343.33,0.0
180.5,0.05346,696.97089,0.0041,0.0041,14198.57496,343.33,0.0
181.765,0.05357,697.50487,0.0042,0.0042,14209.45345,343.33,0.0
183.493,0.05371,702.14978,0.0043,0.0043,14304.07897,343.33,0.0
185.036,0.05384,704.41324,0.0044,0.0044,14350.18891,343.33,0.0
186.584,0.05397,705.91616,0.0045,0.0045,14380.80604,343.33,0.0
187.983,0.05408,706.46292,0.0046,0.0046,14391.94457,343.33,0.0
189.354,0.0542,707.56902,0.0047,0.0047,14414.47836,343.33,0.0
190.777,0.05432,710.04861,0.0048,0.0048,14464.99237,343.33,0.0
192.287,0.05444,711.81075,0.0049,0.0049,14500.88996,343.33,0.0
194.116,0.0546,715.43283,0.005,0.005,14574.67803,343.33,0.0
195.954,0.05475,718.91627,0.0051,0.0051,14645.64219,343.33,0.0
197.203,0.05485,717.07323,0.0052,0.0052,14608.09695,343.33,0.0
198.775,0.05499,720.34465,0.0053,0.0053,14674.74114,343.33,0.0
200.261,0.05511,722.54603,0.0054,0.0054,14719.5874,343.33,0.0
201.783,0.05524,725.38814,0.0055,0.0055,14777.48652,343.33,0.0
203.206,0.05535,726.77103,0.0056,0.0056,14805.65818,343.33,0.0
204.71,0.05548,729.12065,0.0057,0.0057,14853.52421,343.33,0.0
206.132,0.0556,730.73191,0.0058,0.0058,14886.34891,343.33,0.0
207.609,0.05572,732.51441,0.0059,0.0059,14922.66146,343.33,0.0
209.097,0.05585,734.67617,0.006,0.006,14966.70104,343.33,0.0
210.552,0.05597,736.78929,0.0061,0.0061,15009.74916,343.33,0.0
212.129,0.0561,738.18195,0.0062,0.0062,15038.11999,343.33,0.0
214.111,0.05626,741.44107,0.0063,0.0063,15104.5141,343.33,0.0
215.658,0.05639,741.25166,0.0064,0.0064,15100.65556,343.33,0.0
217.046,0.05651,742.93164,0.0065,0.0065,15134.88005,343.33,0.0
218.605,0.05664,745.88182,0.0066,0.0066,15194.9801,343.33,0.0
220.109,0.05676,748.10784,0.0067,0.0067,15240.32873,343.33,0.0
221.56,0.05688,749.96394,0.0068,0.0068,15278.14065,343.33,0.0
222.94,0.057,751.74919,0.0069,0.0069,15314.50963,343.33,0.0
224.488,0.05713,753.82312,0.007,0.007,15356.75882,343.33,0.0
225.953,0.05725,755.60508,0.0071,0.0071,15393.0603,343.33,0.0
227.496,0.05738,757.20794,0.0072,0.0072,15425.71459,343.33,0.0
228.933,0.0575,759.16832,0.0073,0.0073,15465.65109,343.33,0.0
230.511,0.05763,761.14072,0.0074,0.0074,15505.83213,343.33,0.0
