Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
68.393,0.00612,360.19272,0.00069,0.00069,7279.43438,25.0,90.0
69.881,0.00624,370.19784,0.00071,0.00071,7481.63592,25.0,90.0
71.4,0.00637,380.20173,0.00073,0.00073,7683.81257,25.0,90.0
72.879,0.00649,390.20421,0.00075,0.00075,7885.96156,25.0,90.0
74.347,0.00661,400.21381,0.00077,0.00077,8088.25384,25.0,90.0
75.834,0.00674,410.2161,0.00079,0.00079,8290.3984,25.0,90.0
77.301,0.00686,420.22493,0.0008,0.0008,8492.67519,25.0,90.0
78.781,0.00698,430.23428,0.00083,0.00083,8694.96249,25.0,90.0
80.26,0.00711,440.24615,0.00085,0.00085,8897.3007,25.0,90.0
81.647,0.00722,450.25536,0.00087,0.00087,9099.58524,25.0,90.0
83.109,0.00734,460.26211,0.00088,0.00088,9301.81998,25.0,90.0
84.571,0.00746,470.26684,0.0009,0.0009,9504.01323,25.0,90.0
85.947,0.00758,480.28045,0.00092,0.00092,9706.38684,25.0,90.0
87.341,0.0077,490.28263,0.00094,0.00094,9908.52919,25.0,90.0
88.769,0.00782,500.28421,0.00096,0.00096,10110.65936,25.0,90.0
90.155,0.00793,510.29304,0.00098,0.00098,10312.93671,25.0,90.0
91.601,0.00805,520.3005,0.001,0.001,10515.18528,25.0,90.0
92.971,0.00816,530.31465,0.00102,0.00102,10717.56996,25.0,90.0
94.329,0.00828,540.32578,0.00104,0.00104,10919.89268,25.0,90.0
95.703,0.00839,550.33323,0.00106,0.00106,11122.14236,25.0,90.0
97.11,0.00851,560.33328,0.00108,0.00108,11324.24155,25.0,90.0
98.465,0.00862,570.3437,0.0011,0.0011,11526.54988,25.0,90.0
99.822,0.00874,580.3517,0.00112,0.00112,11728.81062,25.0,90.0
101.179,0.00885,590.3647,0.00114,0.00114,11931.17096,25.0,90.0
102.531,0.00896,600.36793,0.00116,0.00116,12133.33433,25.0,90.0
