Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
83.773,0.013,360.18668,0.00042,0.00042,7337.66,25.0,45.0
85.357,0.01313,370.18757,0.00044,0.00044,7541.4,25.0,45.0
86.888,0.01326,380.19849,0.00046,0.00046,7745.34,25.0,45.0
88.387,0.01338,390.20262,0.00047,0.00047,7949.14,25.0,45.0
89.95,0.01351,400.21518,0.00049,0.00049,8153.12,25.0,45.0
91.46,0.01364,410.22447,0.00051,0.00051,8357.02,25.0,45.0
92.945,0.01376,420.23152,0.00053,0.00053,8560.89,25.0,45.0
94.452,0.01389,430.23947,0.00055,0.00055,8764.77,25.0,45.0
95.931,0.01401,440.24481,0.00057,0.00057,8968.59,25.0,45.0
97.409,0.01413,450.25641,0.00059,0.00059,9172.55,25.0,45.0
98.892,0.01426,460.26249,0.00061,0.00061,9376.39,25.0,45.0
100.368,0.01438,470.27667,0.00063,0.00063,9580.4,25.0,45.0
101.778,0.0145,480.28571,0.00064,0.00064,9784.3,25.0,45.0
103.264,0.01462,490.29218,0.00066,0.00066,9988.15,25.0,45.0
104.674,0.01474,500.29283,0.00068,0.00068,10191.88,25.0,45.0
106.137,0.01486,510.29436,0.0007,0.0007,10395.63,25.0,45.0
107.551,0.01498,520.30439,0.00072,0.00072,10599.55,25.0,45.0
109.006,0.0151,530.30554,0.00074,0.00074,10803.3,25.0,45.0
110.406,0.01522,540.31337,0.00076,0.00076,11007.17,25.0,45.0
111.802,0.01533,550.31819,0.00078,0.00078,11210.99,25.0,45.0
113.199,0.01545,560.33246,0.0008,0.0008,11415.0,25.0,45.0
114.686,0.01557,570.33717,0.00082,0.00082,11618.81,25.0,45.0
116.068,0.01569,580.33787,0.00083,0.00083,11822.55,25.0,45.0
117.447,0.0158,590.34983,0.00086,0.00086,12026.51,25.0,45.0
118.853,0.01592,600.35635,0.00088,0.00088,12230.36,25.0,45.0
120.238,0.01604,610.36051,0.0009,0.0009,12434.16,25.0,45.0
121.557,0.01615,620.36824,0.00092,0.00092,12638.04,25.0,45.0
122.957,0.01626,630.36867,0.00093,0.00093,12841.77,25.0,45.0
124.325,0.01638,640.38046,0.00095,0.00095,13045.72,25.0,45.0
125.694,0.01649,650.38885,0.00098,0.00098,13249.61,25.0,45.0
127.066,0.0166,660.40124,0.001,0.001,13453.58,25.0,45.0
128.43,0.01672,670.41429,0.00102,0.00102,13657.57,25.0,45.0
129.736,0.01683,680.41659,0.00103,0.00103,13861.33,25.0,45.0
131.116,0.01694,690.41801,0.00105,0.00105,14065.08,25.0,45.0
132.408,0.01705,700.42228,0.00107,0.00107,14268.89,25.0,45.0
133.758,0.01716,710.4322,0.0011,0.0011,14472.81,25.0,45.0
135.125,0.01728,720.43856,0.00112,0.00112,14676.65,25.0,45.0
136.418,0.01738,730.44387,0.00114,0.00114,14880.48,25.0,45.0
137.702,0.01749,740.45215,0.00115,0.00115,15084.37,25.0,45.0
139.068,0.0176,750.46197,0.00117,0.00117,15288.29,25.0,45.0
140.336,0.01771,760.46931,0.0012,0.0012,15492.15,25.0,45.0
141.623,0.01782,770.47946,0.00122,0.00122,15696.08,25.0,45.0
142.925,0.01793,780.48993,0.00124,0.00124,15900.01,25.0,45.0
144.26,0.01804,790.50238,0.00126,0.00126,16103.98,25.0,45.0
145.533,0.01815,800.50775,0.00127,0.00127,16307.81,25.0,45.0
146.816,0.01825,810.51246,0.0013,0.0013,16511.63,25.0,45.0
148.095,0.01836,820.53018,0.00132,0.00132,16715.7,25.0,45.0
149.357,0.01846,830.53988,0.00134,0.00134,16919.62,25.0,45.0
150.617,0.01857,840.54289,0.00136,0.00136,17123.4,25.0,45.0
151.902,0.01867,850.54716,0.00138,0.00138,17327.21,25.0,45.0
153.155,0.01878,860.56142,0.0014,0.0014,17531.21,25.0,45.0
154.423,0.01889,870.57316,0.00142,0.00142,17735.17,25.0,45.0
155.706,0.01899,880.58237,0.00144,0.00144,17939.08,25.0,45.0
156.966,0.0191,890.5862,0.00146,0.00146,18142.87,25.0,45.0
158.223,0.0192,900.58943,0.00148,0.00148,18346.66,25.0,45.0
159.498,0.01931,910.59908,0.00151,0.00151,18550.57,25.0,45.0
160.749,0.01941,920.60165,0.00152,0.00152,18754.34,25.0,45.0
162.007,0.01952,930.60236,0.00154,0.00154,18958.08,25.0,45.0
163.285,0.01962,940.60723,0.00156,0.00156,19161.89,25.0,45.0
164.468,0.01972,950.61913,0.00159,0.00159,19365.85,25.0,45.0
165.721,0.01983,960.6194,0.00161,0.00161,19569.58,25.0,45.0
166.969,0.01993,970.62471,0.00163,0.00163,19773.4,25.0,45.0
168.221,0.02004,980.63453,0.00164,0.00164,19977.32,25.0,45.0
169.398,0.02013,990.63852,0.00166,0.00166,20181.12,25.0,45.0
170.648,0.02024,1000.66,0.00168,0.00168,20385.21,25.0,45.0
171.908,0.02034,1010.67,0.00171,0.00171,20589.21,25.0,45.0
173.079,0.02044,1020.67,0.00173,0.00173,20792.98,25.0,45.0
174.314,0.02054,1030.69,0.00175,0.00175,20996.95,25.0,45.0
175.509,0.02064,1040.69,0.00177,0.00177,21200.72,25.0,45.0
176.743,0.02075,1050.7,0.00179,0.00179,21404.73,25.0,45.0
177.915,0.02084,1060.71,0.00181,0.00181,21608.67,25.0,45.0
179.162,0.02095,1070.72,0.00183,0.00183,21812.56,25.0,45.0
180.343,0.02104,1080.73,0.00185,0.00185,22016.48,25.0,45.0
181.576,0.02115,1090.74,0.00188,0.00188,22220.33,25.0,45.0
182.743,0.02125,1100.75,0.0019,0.0019,22424.29,25.0,45.0
183.988,0.02135,1110.75,0.00192,0.00192,22628.04,25.0,45.0
185.155,0.02145,1120.76,0.00194,0.00194,22832.0,25.0,45.0
186.321,0.02154,1130.77,0.00196,0.00196,23035.8,25.0,45.0
187.556,0.02165,1140.77,0.00198,0.00198,23239.63,25.0,45.0
188.724,0.02174,1150.78,0.002,0.002,23443.41,25.0,45.0
189.895,0.02184,1160.78,0.00202,0.00202,23647.29,25.0,45.0
191.123,0.02194,1170.79,0.00204,0.00204,23851.22,25.0,45.0
192.296,0.02204,1180.8,0.00206,0.00206,24055.14,25.0,45.0
193.452,0.02214,1190.82,0.00208,0.00208,24259.15,25.0,45.0
194.623,0.02224,1200.83,0.0021,0.0021,24463.13,25.0,45.0
195.861,0.02234,1210.83,0.00212,0.00212,24666.9,25.0,45.0
197.023,0.02244,1220.85,0.00215,0.00215,24870.92,25.0,45.0
198.187,0.02253,1230.85,0.00217,0.00217,25074.77,25.0,45.0
199.36,0.02263,1240.86,0.00219,0.00219,25278.68,25.0,45.0
200.508,0.02273,1250.87,0.00221,0.00221,25482.54,25.0,45.0
201.724,0.02283,1260.89,0.00222,0.00222,25686.64,25.0,45.0
202.882,0.02292,1270.9,0.00225,0.00225,25890.65,25.0,45.0
204.048,0.02302,1280.92,0.00227,0.00227,26094.78,25.0,45.0
205.204,0.02312,1290.93,0.00229,0.00229,26298.68,25.0,45.0
206.352,0.02321,1300.94,0.00231,0.00231,26502.52,25.0,45.0
207.519,0.02331,1310.94,0.00233,0.00233,26706.32,25.0,45.0
208.675,0.02341,1320.95,0.00235,0.00235,26910.25,25.0,45.0
209.829,0.0235,1330.97,0.00237,0.00237,27114.24,25.0,45.0
210.98,0.0236,1340.98,0.00239,0.00239,27318.31,25.0,45.0
212.139,0.02369,1350.98,0.00241,0.00241,27522.02,25.0,45.0
213.285,0.02379,1361.0,0.00243,0.00243,27726.14,25.0,45.0
214.429,0.02389,1371.01,0.00245,0.00245,27930.05,25.0,45.0
215.6,0.02398,1381.02,0.00248,0.00248,28133.93,25.0,45.0
216.737,0.02408,1391.03,0.0025,0.0025,28337.8,25.0,45.0
217.88,0.02417,1401.04,0.00252,0.00252,28541.78,25.0,45.0
219.04,0.02427,1411.06,0.00254,0.00254,28745.82,25.0,45.0
220.199,0.02437,1421.06,0.00256,0.00256,28949.66,25.0,45.0
221.285,0.02446,1431.08,0.00258,0.00258,29153.62,25.0,45.0
222.431,0.02455,1441.08,0.0026,0.0026,29357.39,25.0,45.0
223.593,0.02465,1451.08,0.00262,0.00262,29561.17,25.0,45.0
224.738,0.02474,1461.09,0.00264,0.00264,29765.01,25.0,45.0
225.894,0.02484,1471.09,0.00267,0.00267,29968.78,25.0,45.0
227.035,0.02494,1481.09,0.00268,0.00268,30172.55,25.0,45.0
228.198,0.02503,1491.11,0.00271,0.00271,30376.58,25.0,45.0
229.346,0.02513,1501.11,0.00273,0.00273,30580.31,25.0,45.0
230.431,0.02522,1511.12,0.00275,0.00275,30784.25,25.0,45.0
231.601,0.02532,1521.12,0.00277,0.00277,30988.07,25.0,45.0
232.754,0.02541,1531.13,0.00279,0.00279,31192.01,25.0,45.0
233.893,0.02551,1541.14,0.00281,0.00281,31395.89,25.0,45.0
235.057,0.02561,1551.16,0.00284,0.00284,31599.9,25.0,45.0
236.216,0.0257,1561.16,0.00287,0.00287,31803.79,25.0,45.0
237.374,0.0258,1571.18,0.00288,0.00288,32007.8,25.0,45.0
238.533,0.0259,1581.2,0.0029,0.0029,32211.9,25.0,45.0
239.709,0.02599,1591.21,0.00292,0.00292,32415.86,25.0,45.0
240.867,0.02609,1601.23,0.00295,0.00295,32619.99,25.0,45.0
242.03,0.02619,1611.23,0.00297,0.00297,32823.73,25.0,45.0
243.192,0.02628,1621.24,0.00299,0.00299,33027.63,25.0,45.0
244.371,0.02638,1631.25,0.00302,0.00302,33231.54,25.0,45.0
245.536,0.02648,1641.26,0.00304,0.00304,33435.5,25.0,45.0
246.697,0.02658,1651.26,0.00306,0.00306,33639.27,25.0,45.0
247.887,0.02667,1661.27,0.00309,0.00309,33843.22,25.0,45.0
249.048,0.02677,1671.28,0.00311,0.00311,34047.05,25.0,45.0
250.212,0.02687,1681.29,0.00313,0.00313,34250.95,25.0,45.0
251.389,0.02697,1691.3,0.00316,0.00316,34454.94,25.0,45.0
252.566,0.02706,1701.31,0.00318,0.00318,34658.75,25.0,45.0
253.815,0.02717,1711.32,0.0032,0.0032,34862.77,25.0,45.0
255.006,0.02727,1721.33,0.00322,0.00322,35066.56,25.0,45.0
256.2,0.02737,1731.34,0.00325,0.00325,35270.54,25.0,45.0
257.456,0.02747,1741.35,0.00328,0.00328,35474.48,25.0,45.0
258.637,0.02757,1751.37,0.00331,0.00331,35678.66,25.0,45.0
259.838,0.02767,1761.39,0.00333,0.00333,35882.66,25.0,45.0
261.108,0.02778,1771.4,0.00336,0.00336,36086.69,25.0,45.0
262.382,0.02788,1781.42,0.00339,0.00339,36290.74,25.0,45.0
263.594,0.02798,1791.42,0.00342,0.00342,36494.46,25.0,45.0
264.891,0.02809,1801.44,0.00345,0.00345,36698.55,25.0,45.0
266.182,0.0282,1811.45,0.00348,0.00348,36902.65,25.0,45.0
267.465,0.02831,1821.47,0.00351,0.00351,37106.69,25.0,45.0
268.786,0.02841,1831.48,0.00355,0.00355,37310.53,25.0,45.0
270.16,0.02853,1841.48,0.00358,0.00358,37514.26,25.0,45.0
271.474,0.02864,1851.48,0.00362,0.00362,37718.09,25.0,45.0
272.885,0.02876,1861.49,0.00366,0.00366,37921.86,25.0,45.0
274.297,0.02887,1871.5,0.0037,0.0037,38125.83,25.0,45.0
275.812,0.029,1881.51,0.00375,0.00375,38329.84,25.0,45.0
277.339,0.02913,1891.52,0.00379,0.00379,38533.72,25.0,45.0
278.781,0.02925,1901.52,0.00384,0.00384,38737.49,25.0,45.0
280.426,0.02939,1911.53,0.0039,0.0039,38941.45,25.0,45.0
282.07,0.02952,1921.54,0.00395,0.00395,39145.36,25.0,45.0
283.824,0.02967,1931.55,0.00402,0.00402,39349.29,25.0,45.0
285.607,0.02982,1941.57,0.00409,0.00409,39553.28,25.0,45.0
287.475,0.02997,1951.59,0.00417,0.00417,39757.41,25.0,45.0
289.479,0.03014,1961.6,0.00426,0.00426,39961.31,25.0,45.0
291.561,0.03031,1971.6,0.00435,0.00435,40165.14,25.0,45.0
293.65,0.03049,1980.78,0.00445,0.00445,40352.21,25.0,45.0
295.727,0.03066,1989.41,0.00455,0.00455,40528.03,25.0,45.0
297.722,0.03083,1997.53,0.00465,0.00465,40693.4,25.0,45.0
299.718,0.03099,2005.15,0.00475,0.00475,40848.51,25.0,45.0
301.611,0.03115,2011.88,0.00485,0.00485,40985.63,25.0,45.0
303.41,0.0313,2018.63,0.00495,0.00495,41123.19,25.0,45.0
305.176,0.03145,2024.38,0.00505,0.00505,41240.37,25.0,45.0
306.943,0.0316,2030.3,0.00515,0.00515,41360.88,25.0,45.0
308.633,0.03174,2034.67,0.00525,0.00525,41449.95,25.0,45.0
310.339,0.03188,2039.97,0.00535,0.00535,41558.0,25.0,45.0
311.966,0.03201,2044.03,0.00545,0.00545,41640.7,25.0,45.0
313.669,0.03216,2049.04,0.00555,0.00555,41742.65,25.0,45.0
315.271,0.03229,2052.67,0.00565,0.00565,41816.64,25.0,45.0
316.972,0.03243,2057.18,0.00575,0.00575,41908.44,25.0,45.0
318.504,0.03256,2061.01,0.00585,0.00585,41986.57,25.0,45.0
320.117,0.03269,2064.14,0.00595,0.00595,42050.37,25.0,45.0
321.634,0.03282,2067.32,0.00605,0.00605,42115.14,25.0,45.0
323.201,0.03295,2070.88,0.00615,0.00615,42187.59,25.0,45.0
