Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
69.622,0.02974,341.06922,0.00185,0.00185,6948.20522,273.89,0.0
71.199,0.02987,351.08126,0.00187,0.00187,7152.16895,273.89,0.0
72.754,0.03,361.09028,0.00189,0.00189,7356.07126,273.89,0.0
74.321,0.03013,371.09312,0.00192,0.00192,7559.84743,273.89,0.0
75.813,0.03025,381.10239,0.00193,0.00193,7763.75417,273.89,0.0
77.291,0.03038,391.11415,0.00195,0.00195,7967.71237,273.89,0.0
78.856,0.03051,401.12106,0.00197,0.00197,8171.57152,273.89,0.0
80.339,0.03063,411.12862,0.00199,0.00199,8375.44396,273.89,0.0
81.828,0.03076,421.13311,0.00202,0.00202,8579.25388,273.89,0.0
83.385,0.03088,431.13725,0.00204,0.00204,8783.05605,273.89,0.0
84.848,0.03101,441.14196,0.00206,0.00206,8986.87039,273.89,0.0
86.323,0.03113,451.15035,0.00208,0.00208,9190.75998,273.89,0.0
87.789,0.03125,461.15593,0.0021,0.0021,9394.59203,273.89,0.0
89.195,0.03137,471.15938,0.00212,0.00212,9598.38092,273.89,0.0
90.671,0.03149,481.1675,0.00214,0.00214,9802.26387,273.89,0.0
92.13,0.03161,491.16957,0.00216,0.00216,10006.0251,273.89,0.0
93.585,0.03174,501.17626,0.00218,0.00218,10209.87928,273.89,0.0
95.055,0.03186,511.18201,0.0022,0.0022,10413.71464,273.89,0.0
96.454,0.03197,521.18969,0.00222,0.00222,10617.58985,273.89,0.0
97.846,0.03209,531.19961,0.00224,0.00224,10821.51042,273.89,0.0
99.246,0.03221,541.20756,0.00226,0.00226,11025.39005,273.89,0.0
100.692,0.03233,551.21117,0.00228,0.00228,11229.18226,273.89,0.0
102.083,0.03244,561.21857,0.0023,0.0023,11433.05082,273.89,0.0
103.472,0.03256,571.22762,0.00232,0.00232,11636.95369,273.89,0.0
104.857,0.03267,581.22821,0.00234,0.00234,11840.68394,273.89,0.0
106.241,0.03279,591.24396,0.00236,0.00236,12044.72402,273.89,0.0
107.635,0.03291,601.24686,0.00238,0.00238,12248.50074,273.89,0.0
109.021,0.03302,611.25305,0.0024,0.0024,12452.34496,273.89,0.0
110.387,0.03314,621.25798,0.00242,0.00242,12656.16372,273.89,0.0
111.765,0.03325,631.2628,0.00245,0.00245,12859.98028,273.89,0.0
113.073,0.03336,641.26713,0.00246,0.00246,13063.78688,273.89,0.0
114.461,0.03348,651.27601,0.00248,0.00248,13267.68643,273.89,0.0
115.843,0.03359,661.29137,0.0025,0.0025,13471.71765,273.89,0.0
117.15,0.0337,671.30502,0.00253,0.00253,13675.71458,273.89,0.0
118.519,0.03381,681.31478,0.00255,0.00255,13879.63183,273.89,0.0
119.886,0.03393,691.31516,0.00256,0.00256,14083.35765,273.89,0.0
121.187,0.03404,701.31636,0.00258,0.00258,14287.10006,273.89,0.0
122.549,0.03415,711.32754,0.0026,0.0026,14491.04609,273.89,0.0
123.861,0.03426,721.33313,0.00263,0.00263,14694.87813,273.89,0.0
125.222,0.03437,731.34509,0.00265,0.00265,14898.84076,273.89,0.0
126.534,0.03448,741.347,0.00267,0.00267,15102.59756,273.89,0.0
127.889,0.03459,751.34968,0.00269,0.00269,15306.37096,273.89,0.0
129.177,0.0347,761.36119,0.00271,0.00271,15510.32362,273.89,0.0
130.528,0.03481,771.37699,0.00273,0.00273,15714.3637,273.89,0.0
131.829,0.03492,781.38461,0.00275,0.00275,15918.23669,273.89,0.0
133.107,0.03503,791.3975,0.00277,0.00277,16122.21812,273.89,0.0
134.445,0.03514,801.41066,0.0028,0.0028,16326.20509,273.89,0.0
135.754,0.03525,811.41642,0.00282,0.00282,16530.04045,273.89,0.0
137.033,0.03536,821.418,0.00284,0.00284,16733.79062,273.89,0.0
138.319,0.03546,831.42842,0.00286,0.00286,16937.72115,273.89,0.0
139.675,0.03557,841.43263,0.00288,0.00288,17141.52553,273.89,0.0
140.947,0.03568,851.44849,0.0029,0.0029,17345.56672,273.89,0.0
142.226,0.03579,861.45704,0.00293,0.00293,17549.45963,273.89,0.0
143.513,0.03589,871.45741,0.00294,0.00294,17753.18544,273.89,0.0
144.786,0.036,881.46114,0.00297,0.00297,17956.97987,273.89,0.0
146.122,0.03611,891.46892,0.00299,0.00299,18160.85618,273.89,0.0
147.412,0.03622,901.47961,0.00301,0.00301,18364.79224,273.89,0.0
148.689,0.03633,911.48806,0.00304,0.00304,18568.68404,273.89,0.0
149.962,0.03643,921.49672,0.00306,0.00306,18772.57695,273.89,0.0
151.265,0.03654,931.49929,0.00308,0.00308,18976.34814,273.89,0.0
152.539,0.03665,941.51086,0.0031,0.0031,19180.30301,273.89,0.0
153.816,0.03675,951.51562,0.00312,0.00312,19384.11846,273.89,0.0
155.168,0.03687,961.51589,0.00314,0.00314,19587.84096,273.89,0.0
156.384,0.03697,971.52845,0.00317,0.00317,19791.81576,273.89,0.0
157.67,0.03708,981.54715,0.00319,0.00319,19995.91448,273.89,0.0
158.958,0.03718,991.55302,0.00322,0.00322,20199.75206,273.89,0.0
160.249,0.03729,1001.55306,0.00324,0.00324,20403.47235,273.89,0.0
161.598,0.0374,1011.56452,0.00326,0.00326,20607.42501,273.89,0.0
162.875,0.03751,1021.56808,0.00329,0.00329,20811.2139,273.89,0.0
164.173,0.03762,1031.56846,0.00332,0.00332,21014.94083,273.89,0.0
165.454,0.03772,1041.5797,0.00334,0.00334,21218.88906,273.89,0.0
166.733,0.03783,1051.595,0.00336,0.00336,21422.91918,273.89,0.0
168.093,0.03794,1061.599,0.00339,0.00339,21626.71914,273.89,0.0
169.393,0.03805,1071.61738,0.00342,0.00342,21830.81123,273.89,0.0
170.743,0.03817,1081.61885,0.00345,0.00345,22034.55807,273.89,0.0
172.054,0.03827,1091.63064,0.00348,0.00348,22238.51737,273.89,0.0
173.41,0.03839,1101.63475,0.00351,0.00351,22442.31954,273.89,0.0
174.784,0.0385,1111.64248,0.00353,0.00353,22646.19475,273.89,0.0
176.167,0.03862,1121.65833,0.00357,0.00357,22850.23593,273.89,0.0
177.556,0.03873,1131.66233,0.0036,0.0036,23054.03589,273.89,0.0
178.959,0.03885,1141.67763,0.00364,0.00364,23258.06601,273.89,0.0
180.445,0.03897,1151.69019,0.00368,0.00368,23462.0408,273.89,0.0
181.955,0.0391,1161.6932,0.00372,0.00372,23665.82084,273.89,0.0
183.575,0.03923,1171.704,0.00377,0.00377,23869.75801,273.89,0.0
185.196,0.03937,1181.70811,0.00382,0.00382,24073.56019,273.89,0.0
187.005,0.03952,1191.72407,0.00389,0.00389,24277.60358,273.89,0.0
188.948,0.03968,1201.72818,0.00396,0.00396,24481.40576,273.89,0.0
191.092,0.03986,1211.74216,0.00406,0.00406,24685.40932,273.89,0.0
193.318,0.04005,1220.53902,0.00416,0.00416,24864.61731,273.89,0.0
195.299,0.04021,1228.16167,0.00426,0.00426,25019.90611,273.89,0.0
197.148,0.04037,1233.81273,0.00436,0.00436,25135.02715,273.89,0.0
198.907,0.04051,1238.71803,0.00446,0.00446,25234.95747,273.89,0.0
200.637,0.04066,1243.30191,0.00456,0.00456,25328.33923,273.89,0.0
202.233,0.04079,1247.14781,0.00466,0.00466,25406.6874,273.89,0.0
203.832,0.04092,1250.98811,0.00476,0.00476,25484.9227,273.89,0.0
205.382,0.04105,1253.72117,0.00486,0.00486,25540.59987,273.89,0.0
206.936,0.04118,1256.83984,0.00496,0.00496,25604.13133,273.89,0.0
208.469,0.04131,1259.78113,0.00506,0.00506,25664.05102,273.89,0.0
210.041,0.04144,1261.9256,0.00516,0.00516,25707.73761,273.89,0.0
211.428,0.04156,1264.22561,0.00526,0.00526,25754.59336,273.89,0.0
