Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
76.683,0.03041,334.00182,0.00057,0.00057,6696.65431,25.0,90.0
78.245,0.03054,344.00993,0.00058,0.00058,6897.31443,25.0,90.0
79.815,0.03067,354.01072,0.0006,0.0006,7097.82738,25.0,90.0
81.367,0.0308,364.02078,0.00062,0.00062,7298.52679,25.0,90.0
82.933,0.03093,374.0239,0.00064,0.00064,7499.08677,25.0,90.0
84.406,0.03106,384.02463,0.00065,0.00065,7699.59917,25.0,90.0
85.943,0.03118,394.02983,0.00067,0.00067,7900.20119,25.0,90.0
87.484,0.03131,404.03781,0.00068,0.00068,8100.85855,25.0,90.0
88.952,0.03143,414.04774,0.0007,0.0007,8301.55519,25.0,90.0
90.473,0.03156,424.0567,0.00072,0.00072,8502.23246,25.0,90.0
91.949,0.03168,434.05891,0.00074,0.00074,8702.77418,25.0,90.0
93.402,0.03181,444.06209,0.00075,0.00075,8903.33527,25.0,90.0
94.866,0.03193,454.07363,0.00077,0.00077,9104.06455,25.0,90.0
96.321,0.03205,464.07856,0.00079,0.00079,9304.66049,25.0,90.0
97.773,0.03217,474.08634,0.00081,0.00081,9505.31453,25.0,90.0
99.233,0.03229,484.09396,0.00083,0.00083,9705.96414,25.0,90.0
100.649,0.03241,494.10049,0.00084,0.00084,9906.59273,25.0,90.0
102.02,0.03252,504.10366,0.00086,0.00086,10107.15381,25.0,90.0
103.457,0.03264,514.11671,0.00087,0.00087,10307.91297,25.0,90.0
104.867,0.03276,524.12697,0.0009,0.0009,10508.6168,25.0,90.0
106.22,0.03287,534.13063,0.00091,0.00091,10709.18785,25.0,90.0
107.642,0.03299,544.1382,0.00093,0.00093,10909.83635,25.0,90.0
109.052,0.03311,554.14895,0.00095,0.00095,11110.55014,25.0,90.0
110.387,0.03322,564.16013,0.00097,0.00097,11311.27167,25.0,90.0
111.752,0.03333,574.16644,0.00099,0.00099,11511.89583,25.0,90.0
113.092,0.03345,584.16994,0.001,0.001,11712.46356,25.0,90.0
114.436,0.03356,594.17904,0.00102,0.00102,11913.14305,25.0,90.0
115.844,0.03367,604.18222,0.00104,0.00104,12113.70413,25.0,90.0
117.174,0.03379,614.18402,0.00106,0.00106,12314.23755,25.0,90.0
118.501,0.0339,624.19526,0.00107,0.00107,12514.9613,25.0,90.0
