Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
99.748,0.02421,359.44096,0.00106,0.00106,7351.84922,273.89,0.0
101.352,0.02434,369.44627,0.00111,0.00111,7556.49348,273.89,0.0
103.034,0.02448,379.44862,0.00112,0.00112,7761.07687,273.89,0.0
104.56,0.02461,389.4521,0.00114,0.00114,7965.68406,273.89,0.0
106.166,0.02474,399.45988,0.00116,0.00116,8170.37866,273.89,0.0
107.74,0.02488,409.46712,0.00118,0.00118,8375.0622,273.89,0.0
109.251,0.025,419.47723,0.0012,0.0012,8579.80494,273.89,0.0
110.832,0.02513,429.47849,0.00122,0.00122,8784.3662,273.89,0.0
112.338,0.02526,439.48133,0.00124,0.00124,8988.96011,273.89,0.0
113.903,0.02539,449.49803,0.00126,0.00126,9193.8373,273.89,0.0
115.429,0.02552,459.49824,0.00128,0.00128,9398.37754,273.89,0.0
116.984,0.02565,469.50696,0.00132,0.00132,9603.0915,273.89,0.0
118.499,0.02577,479.5148,0.00135,0.00135,9807.78666,273.89,0.0
119.985,0.0259,489.51671,0.00137,0.00137,10012.36231,273.89,0.0
121.469,0.02602,499.51747,0.00139,0.00139,10216.91361,273.89,0.0
122.961,0.02614,509.52525,0.0014,0.0014,10421.60767,273.89,0.0
124.445,0.02627,519.53683,0.00143,0.00143,10626.38028,273.89,0.0
125.929,0.02639,529.5456,0.00145,0.00145,10831.09536,273.89,0.0
127.406,0.02651,539.5581,0.00147,0.00147,11035.88678,273.89,0.0
128.869,0.02664,549.56254,0.00148,0.00148,11240.51333,273.89,0.0
130.36,0.02676,559.57592,0.0015,0.0015,11445.32246,273.89,0.0
131.744,0.02688,569.58733,0.00152,0.00152,11650.09176,273.89,0.0
133.205,0.027,579.59703,0.00155,0.00155,11854.82565,273.89,0.0
134.675,0.02712,589.60361,0.00157,0.00157,12059.49535,273.89,0.0
136.062,0.02724,599.61002,0.00159,0.00159,12264.16284,273.89,0.0
137.51,0.02736,609.62093,0.00161,0.00161,12468.92107,273.89,0.0
138.912,0.02747,619.62191,0.00163,0.00163,12673.47681,273.89,0.0
140.352,0.02759,629.63239,0.00165,0.00165,12878.22729,273.89,0.0
141.728,0.02771,639.64028,0.00167,0.00167,13082.92355,273.89,0.0
143.12,0.02782,649.65086,0.00169,0.00169,13287.67625,273.89,0.0
144.571,0.02794,659.65261,0.00171,0.00171,13492.24747,273.89,0.0
145.944,0.02806,669.65529,0.00173,0.00173,13696.83751,273.89,0.0
147.338,0.02818,679.66774,0.00175,0.00175,13901.62783,273.89,0.0
148.715,0.02829,689.67196,0.00177,0.00177,14106.24995,273.89,0.0
150.097,0.02841,699.67217,0.00179,0.00179,14310.79019,273.89,0.0
151.474,0.02852,709.68105,0.00181,0.00181,14515.50748,273.89,0.0
152.845,0.02863,719.68131,0.00182,0.00182,14720.04883,273.89,0.0
154.137,0.02874,729.68822,0.00185,0.00185,14924.72517,273.89,0.0
155.507,0.02886,739.69156,0.00187,0.00187,15129.32959,273.89,0.0
156.935,0.02897,749.70252,0.00189,0.00189,15334.08893,273.89,0.0
158.221,0.02908,759.71931,0.00191,0.00191,15538.96888,273.89,0.0
159.653,0.0292,769.7255,0.00193,0.00193,15743.63084,273.89,0.0
160.939,0.02931,779.73652,0.00195,0.00195,15948.39128,273.89,0.0
162.293,0.02942,789.74711,0.00196,0.00196,16153.14398,273.89,0.0
163.653,0.02953,799.74995,0.00199,0.00199,16357.73734,273.89,0.0
