Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
73.251,0.01559,360.21763,0.00064,0.00064,7222.27498,25.0,0.0
74.805,0.01572,370.22416,0.00066,0.00066,7422.90301,25.0,0.0
76.363,0.01585,380.23257,0.00067,0.00067,7623.56922,25.0,0.0
77.842,0.01597,390.23714,0.00069,0.00069,7824.15852,25.0,0.0
79.406,0.0161,400.24007,0.00071,0.00071,8024.71463,25.0,0.0
80.939,0.01623,410.24909,0.00073,0.00073,8225.39301,25.0,0.0
82.404,0.01635,420.25224,0.00074,0.00074,8425.95354,25.0,0.0
83.954,0.01648,430.26449,0.00076,0.00076,8626.69721,25.0,0.0
85.426,0.0166,440.27785,0.00078,0.00078,8827.46245,25.0,0.0
86.882,0.01673,450.28722,0.0008,0.0008,9028.14803,25.0,0.0
88.412,0.01685,460.29309,0.00082,0.00082,9228.76278,25.0,0.0
89.875,0.01698,470.30071,0.00084,0.00084,9429.41294,25.0,0.0
91.409,0.0171,480.30212,0.00086,0.00086,9629.93973,25.0,0.0
92.855,0.01722,490.30327,0.00088,0.00088,9830.45987,25.0,0.0
94.245,0.01734,500.30677,0.00089,0.00089,10031.0276,25.0,0.0
95.709,0.01746,510.3106,0.00091,0.00091,10231.60196,25.0,0.0
97.151,0.01758,520.31158,0.00093,0.00093,10432.11878,25.0,0.0
98.584,0.0177,530.3226,0.00095,0.00095,10632.837,25.0,0.0
100.042,0.01782,540.32819,0.00097,0.00097,10833.44677,25.0,0.0
101.47,0.01794,550.34207,0.00099,0.00099,11034.22253,25.0,0.0
102.839,0.01806,560.34744,0.001,0.001,11234.82788,25.0,0.0
104.264,0.01817,570.35429,0.00102,0.00102,11435.4631,25.0,0.0
105.681,0.01829,580.35818,0.00104,0.00104,11636.03857,25.0,0.0
107.028,0.01841,590.36223,0.00105,0.00105,11836.61736,25.0,0.0
108.444,0.01852,600.36842,0.00108,0.00108,12037.23931,25.0,0.0
109.855,0.01864,610.36913,0.0011,0.0011,12237.7506,25.0,0.0
111.219,0.01875,620.37021,0.00111,0.00111,12438.26964,25.0,0.0
112.601,0.01887,630.37844,0.00113,0.00113,12638.93253,25.0,0.0
