Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
75.681,0.02755,360.17957,0.00068,0.00068,7366.96,204.44,0.0
77.256,0.02768,370.19315,0.00069,0.00069,7571.77,204.44,0.0
78.911,0.02782,380.19808,0.00071,0.00071,7776.41,204.44,0.0
80.496,0.02795,390.20262,0.00072,0.00072,7981.03,204.44,0.0
82.061,0.02808,400.20744,0.00074,0.00074,8185.67,204.44,0.0
83.69,0.02822,410.22088,0.00074,0.00074,8390.48,204.44,0.0
85.255,0.02835,420.22946,0.00076,0.00076,8595.19,204.44,0.0
86.931,0.02848,430.23041,0.00077,0.00077,8799.75,204.44,0.0
88.539,0.02862,440.24264,0.00079,0.00079,9004.53,204.44,0.0
90.08,0.02875,450.24993,0.0008,0.0008,9209.22,204.44,0.0
91.621,0.02888,460.25837,0.00081,0.00081,9413.92,204.44,0.0
93.149,0.029,470.26536,0.00082,0.00082,9618.6,204.44,0.0
94.687,0.02913,480.27682,0.00084,0.00084,9823.37,204.44,0.0
96.158,0.02925,490.28055,0.00085,0.00085,10027.98,204.44,0.0
97.68,0.02938,500.28657,0.00086,0.00086,10232.64,204.44,0.0
99.212,0.02951,510.29156,0.00088,0.00088,10437.28,204.44,0.0
100.681,0.02963,520.30066,0.00089,0.00089,10642.0,204.44,0.0
102.125,0.02975,530.31514,0.00091,0.00091,10846.83,204.44,0.0
103.645,0.02988,540.32227,0.00092,0.00092,11051.52,204.44,0.0
105.088,0.03,550.3244,0.00093,0.00093,11256.1,204.44,0.0
106.53,0.03012,560.33602,0.00095,0.00095,11460.87,204.44,0.0
107.983,0.03024,570.34606,0.00096,0.00096,11665.61,204.44,0.0
109.413,0.03036,580.35927,0.00098,0.00098,11870.42,204.44,0.0
110.861,0.03048,590.36519,0.00099,0.00099,12075.07,204.44,0.0
112.232,0.03059,600.36743,0.001,0.001,12279.65,204.44,0.0
113.665,0.03071,610.37143,0.00101,0.00101,12484.27,204.44,0.0
115.116,0.03083,620.38701,0.00103,0.00103,12689.13,204.44,0.0
116.465,0.03095,630.39704,0.00104,0.00104,12893.87,204.44,0.0
117.888,0.03107,640.40077,0.00106,0.00106,13098.48,204.44,0.0
