Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
97.63,0.02296,360.24381,0.0004,0.0004,7338.83,25.0,45.0
99.273,0.0231,370.25319,0.00043,0.00043,7542.74,25.0,45.0
100.978,0.02324,380.26531,0.00045,0.00045,7746.7,25.0,45.0
102.594,0.02338,390.26895,0.00047,0.00047,7950.49,25.0,45.0
104.163,0.02351,400.27871,0.00049,0.00049,8154.41,25.0,45.0
105.789,0.02364,410.27966,0.00051,0.00051,8358.15,25.0,45.0
107.406,0.02378,420.29,0.00053,0.00053,8562.08,25.0,45.0
109.035,0.02391,430.29806,0.00055,0.00055,8765.96,25.0,45.0
110.553,0.02404,440.30672,0.00057,0.00057,8969.85,25.0,45.0
112.159,0.02418,450.31771,0.00059,0.00059,9173.8,25.0,45.0
113.774,0.02431,460.33145,0.00061,0.00061,9377.8,25.0,45.0
115.292,0.02444,470.33655,0.00063,0.00063,9581.62,25.0,45.0
116.886,0.02457,480.34998,0.00065,0.00065,9785.61,25.0,45.0
118.414,0.0247,490.36046,0.00068,0.00068,9989.54,25.0,45.0
119.926,0.02482,500.37373,0.0007,0.0007,10193.53,25.0,45.0
121.52,0.02495,510.37932,0.00072,0.00072,10397.36,25.0,45.0
123.024,0.02508,520.37942,0.00074,0.00074,10601.08,25.0,45.0
124.522,0.02521,530.38978,0.00076,0.00076,10805.01,25.0,45.0
126.028,0.02533,540.3974,0.00078,0.00078,11008.89,25.0,45.0
127.521,0.02545,550.40403,0.0008,0.0008,11212.74,25.0,45.0
129.03,0.02558,560.40776,0.00082,0.00082,11416.53,25.0,45.0
130.469,0.0257,570.41713,0.00084,0.00084,11620.44,25.0,45.0
131.955,0.02583,580.42881,0.00086,0.00086,11824.4,25.0,45.0
133.457,0.02595,590.44275,0.00089,0.00089,12028.4,25.0,45.0
134.879,0.02607,600.45519,0.00091,0.00091,12232.37,25.0,45.0
136.356,0.02619,610.47171,0.00093,0.00093,12436.43,25.0,45.0
137.781,0.02631,620.48383,0.00095,0.00095,12640.39,25.0,45.0
139.248,0.02643,630.48788,0.00097,0.00097,12844.19,25.0,45.0
140.659,0.02655,640.48979,0.00099,0.00099,13047.95,25.0,45.0
142.093,0.02667,650.49977,0.00101,0.00101,13251.87,25.0,45.0
143.509,0.02679,660.50827,0.00104,0.00104,13455.76,25.0,45.0
144.909,0.0269,670.51638,0.00106,0.00106,13659.65,25.0,45.0
146.325,0.02702,680.52455,0.00108,0.00108,13863.53,25.0,45.0
147.716,0.02714,690.53716,0.0011,0.0011,14067.51,25.0,45.0
149.122,0.02725,700.53721,0.00112,0.00112,14271.23,25.0,45.0
150.521,0.02737,710.54768,0.00114,0.00114,14475.16,25.0,45.0
151.855,0.02748,720.56167,0.00116,0.00116,14679.16,25.0,45.0
153.263,0.0276,730.57,0.00118,0.00118,14883.05,25.0,45.0
154.659,0.02772,740.57921,0.0012,0.0012,15086.96,25.0,45.0
156.035,0.02783,750.58925,0.00122,0.00122,15290.88,25.0,45.0
157.426,0.02795,760.5973,0.00124,0.00124,15494.76,25.0,45.0
158.74,0.02806,770.60377,0.00127,0.00127,15698.61,25.0,45.0
160.112,0.02817,780.6194,0.00129,0.00129,15902.65,25.0,45.0
161.436,0.02828,790.62,0.00131,0.00131,16106.38,25.0,45.0
162.812,0.0284,800.63558,0.00133,0.00133,16310.41,25.0,45.0
164.184,0.02851,810.64501,0.00136,0.00136,16514.33,25.0,45.0
165.509,0.02862,820.65197,0.00138,0.00138,16718.18,25.0,45.0
166.865,0.02873,830.65909,0.0014,0.0014,16922.05,25.0,45.0
168.169,0.02884,840.66534,0.00142,0.00142,17125.89,25.0,45.0
169.544,0.02895,850.66945,0.00144,0.00144,17329.7,25.0,45.0
170.839,0.02906,860.67328,0.00146,0.00146,17533.49,25.0,45.0
172.14,0.02917,870.67772,0.00148,0.00148,17737.3,25.0,45.0
173.443,0.02928,880.68786,0.0015,0.0015,17941.23,25.0,45.0
174.742,0.02939,890.68829,0.00152,0.00152,18144.95,25.0,45.0
176.112,0.0295,900.70134,0.00155,0.00155,18348.94,25.0,45.0
177.406,0.02961,910.70463,0.00157,0.00157,18552.72,25.0,45.0
178.713,0.02972,920.71038,0.00158,0.00158,18756.56,25.0,45.0
180.013,0.02983,930.7208,0.0016,0.0016,18960.49,25.0,45.0
181.297,0.02994,940.72139,0.00162,0.00162,19164.22,25.0,45.0
182.532,0.03004,950.73604,0.00165,0.00165,19368.24,25.0,45.0
183.828,0.03015,960.74004,0.00167,0.00167,19572.04,25.0,45.0
185.12,0.03026,970.74776,0.00169,0.00169,19775.91,25.0,45.0
186.426,0.03036,980.75143,0.00171,0.00171,19979.71,25.0,45.0
187.71,0.03047,990.76256,0.00174,0.00174,20183.65,25.0,45.0
188.993,0.03058,1000.76,0.00176,0.00176,20387.39,25.0,45.0
190.281,0.03068,1010.78,0.00178,0.00178,20591.42,25.0,45.0
191.491,0.03078,1020.79,0.00179,0.00179,20795.45,25.0,45.0
192.764,0.03089,1030.81,0.00182,0.00182,20999.42,25.0,45.0
194.049,0.031,1040.82,0.00184,0.00184,21203.36,25.0,45.0
195.307,0.0311,1050.82,0.00186,0.00186,21407.22,25.0,45.0
196.579,0.03121,1060.84,0.00189,0.00189,21611.19,25.0,45.0
197.869,0.03132,1070.86,0.00191,0.00191,21815.36,25.0,45.0
199.056,0.03142,1080.87,0.00193,0.00193,22019.37,25.0,45.0
