Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
96.252,0.01755,360.20092,0.00175,0.00175,7308.68879,343.33,0.0
97.881,0.01768,370.21252,0.00178,0.00178,7511.83035,343.33,0.0
99.422,0.01781,380.2177,0.0018,0.0018,7714.84134,343.33,0.0
100.959,0.01794,390.22886,0.00182,0.00182,7917.97349,343.33,0.0
102.585,0.01807,400.23801,0.00185,0.00185,8121.06526,343.33,0.0
104.123,0.0182,410.24882,0.00187,0.00187,8324.19022,343.33,0.0
105.662,0.01833,420.24966,0.00189,0.00189,8527.11324,343.33,0.0
107.261,0.01846,430.25884,0.00192,0.00192,8730.20556,343.33,0.0
108.801,0.01859,440.27091,0.00194,0.00194,8933.35597,343.33,0.0
110.35,0.01872,450.2825,0.00197,0.00197,9136.49753,343.33,0.0
111.945,0.01885,460.28439,0.00199,0.00199,9339.44157,343.33,0.0
113.496,0.01898,470.29577,0.00202,0.00202,9542.57871,343.33,0.0
115.107,0.01912,480.30575,0.00206,0.00206,9745.68707,343.33,0.0
116.66,0.01925,490.31101,0.00209,0.00209,9948.69917,343.33,0.0
118.288,0.01938,500.32335,0.00212,0.00212,10151.85511,343.33,0.0
119.922,0.01952,510.32894,0.00215,0.00215,10354.87495,343.33,0.0
121.637,0.01966,520.33524,0.00219,0.00219,10557.90918,343.33,0.0
123.299,0.0198,530.33693,0.00223,0.00223,10760.84935,343.33,0.0
125.094,0.01995,540.34005,0.00227,0.00227,10963.81828,343.33,0.0
126.868,0.0201,550.34048,0.00232,0.00232,11166.733,343.33,0.0
128.711,0.02025,560.34277,0.00237,0.00237,11369.68534,343.33,0.0
130.764,0.02042,570.35599,0.00243,0.00243,11572.85899,343.33,0.0
132.855,0.0206,580.36196,0.00251,0.00251,11775.88658,343.33,0.0
135.166,0.02079,590.36492,0.0026,0.0026,11978.8522,343.33,0.0
137.54,0.02099,599.21156,0.0027,0.0027,12158.35564,343.33,0.0
139.719,0.02117,606.80566,0.0028,0.0028,12312.44494,343.33,0.0
