Time(s),Strain(%),Stress(MPa),Temp(C),SR(%/s)
0.016125,0.00021254,0.19068021708300056,1000.0,0.01
0.016663,0.00021792,0.6966093142164983,1000.0,0.01
0.017201,0.0002233,1.1920764765935392,1000.0,0.01
0.019082,0.00024211,1.6800285520738418,1000.0,0.01
0.020962999999999996,0.00026092,2.1634123885171244,1000.0,0.01
0.024992499999999997,0.00030121499999999997,2.6451748337831056,1000.0,0.01
0.029022,0.00034151,3.128262735731504,1000.0,0.01
0.032784999999999995,0.00037914000000000003,3.6156229422220387,1000.0,0.01
0.036548,0.00041677,4.110202301114428,1000.0,0.01
0.038696499999999995,0.000438255,4.614947660268389,1000.0,0.01
0.040845,0.00045974,5.386356943308734,1000.0,0.01
0.04944899999999999,0.0005457799999999999,5.928434945683739,1000.0,0.01
0.05805299999999999,0.00063182,6.510827794941316,1000.0,0.01
0.0618175,0.000669465,7.117759381782228,1000.0,0.01
0.06558200000000002,0.00070711,7.746001747191322,1000.0,0.01
0.073378,0.00078507,8.400136151070111,1000.0,0.01
0.081174,0.00086303,9.080898195236783,1000.0,0.01
0.088704,0.00093833,9.784183434026556,1000.0,0.01
0.096234,0.00101363,10.507742989541708,1000.0,0.01
0.09972800000000001,0.00104857,11.250593068270879,1000.0,0.01
0.10322200000000001,0.00108351,12.011776139589069,1000.0,0.01
0.110754,0.00115883,12.79618706635233,1000.0,0.01
0.118286,0.00123415,13.598611562897785,1000.0,0.01
0.12420250000000001,0.0012933150000000002,14.414990690168619,1000.0,0.01
0.130119,0.00135248,15.24404649121408,1000.0,0.01
0.137653,0.00142782,16.082230035189465,1000.0,0.01
0.14518699999999998,0.00150316,16.924312073856132,1000.0,0.01
0.1489545,0.001540835,17.77373539716295,1000.0,0.01
0.152722,0.00157851,18.627130227496288,1000.0,0.01
0.15998600000000002,0.00165115,19.487167897433793,1000.0,0.01
0.16725,0.00172379,20.3520537419944,1000.0,0.01
0.1745195,0.001796485,21.227484272878876,1000.0,0.01
0.181789,0.00186918,22.111182848969793,1000.0,0.01
0.1877095,0.001928385,22.99342416346033,1000.0,0.01
0.19363,0.00198759,23.87193917235428,1000.0,0.01
0.199551,0.0020468,24.749790140280414,1000.0,0.01
0.20547200000000002,0.00210601,25.625550464492548,1000.0,0.01
0.21220550000000002,0.002173345,26.508662353575897,1000.0,0.01
0.21893900000000002,0.00224068,27.392769376697103,1000.0,0.01
0.22459400000000002,0.00229723,28.27287028779181,1000.0,0.01
0.230249,0.00235378,29.148136846064535,1000.0,0.01
0.238058,0.00243187,30.014163626757714,1000.0,0.01
0.245867,0.00250996,30.86581445415166,1000.0,0.01
0.25233099999999997,0.0025746,31.71074875514599,1000.0,0.01
0.258795,0.00263924,32.545587091009615,1000.0,0.01
0.26391299999999995,0.00269042,33.366221398130804,1000.0,0.01
0.26903099999999996,0.0027416,34.17006890226716,1000.0,0.01
0.27684749999999997,0.002819765,34.95492715779368,1000.0,0.01
0.284664,0.00289793,35.71999014020278,1000.0,0.01
0.29274449999999996,0.0029787349999999997,36.46425223770846,1000.0,0.01
0.300825,0.00305954,37.189368129496344,1000.0,0.01
0.3075645,0.003126935,37.89480800460429,1000.0,0.01
0.314304,0.00319433,38.58053705392248,1000.0,0.01
0.32292699999999996,0.00328056,39.25671175419332,1000.0,0.01
0.33155,0.00336679,39.9246926880115,1000.0,0.01
0.33937150000000005,0.003445005,40.58927848939408,1000.0,0.01
0.34719300000000003,0.00352322,41.25160507103044,1000.0,0.01
0.356899,0.00362028,41.896824850668715,1000.0,0.01
0.366605,0.00371734,42.52356956586568,1000.0,0.01
0.373884,0.00379013,43.145440267488794,1000.0,0.01
0.38116300000000003,0.00386292,43.760821525216066,1000.0,0.01
0.39114499999999996,0.00396274,44.368835714020996,1000.0,0.01
0.40112699999999996,0.00406256,44.9654299926725,1000.0,0.01
0.40625249999999996,0.004113815,45.53842690125203,1000.0,0.01
0.41137799999999997,0.00416507,46.08524839790357,1000.0,0.01
0.422979,0.00428108,46.60626904054942,1000.0,0.01
0.43458,0.00439709,47.099289063640335,1000.0,0.01
0.44402600000000003,0.00449155,47.5652675053127,1000.0,0.01
0.453472,0.00458601,48.00359350838846,1000.0,0.01
0.4623795,0.004675085,48.414985230365744,1000.0,0.01
0.471287,0.00476416,48.80342046116875,1000.0,0.01
0.4804645,0.0048559350000000005,49.17614986520472,1000.0,0.01
0.489642,0.00494771,49.5352214871138,1000.0,0.01
0.4988205,0.005039495,49.87677225643764,1000.0,0.01
0.507999,0.00513128,50.203255428119476,1000.0,0.01
0.5171844999999999,0.005223135,50.5137981033354,1000.0,0.01
0.52637,0.00531499,50.80987435174449,1000.0,0.01
0.53447,0.00539599,51.09178725989032,1000.0,0.01
0.54257,0.00547699,51.368122894950936,1000.0,0.01
0.5522994999999999,0.005574285,51.63816579675018,1000.0,0.01
0.5620289999999999,0.00567158,51.90518299350776,1000.0,0.01
0.5704049999999998,0.005755339999999999,52.16730944150207,1000.0,0.01
0.5787809999999999,0.0058391,52.42380937382024,1000.0,0.01
0.5885094999999999,0.005936385,52.677782231602464,1000.0,0.01
0.5982379999999999,0.00603367,52.93139047854186,1000.0,0.01
0.6047244999999999,0.006098535,53.182281229322165,1000.0,0.01
0.611211,0.0061634,53.43212039386763,1000.0,0.01
0.6212154999999999,0.006263445,53.68180557163658,1000.0,0.01
0.63122,0.00636349,53.93123659812142,1000.0,0.01
0.639875,0.006450040000000001,54.18083012794527,1000.0,0.01
0.6485299999999999,0.00653659,54.43394578211195,1000.0,0.01
0.6550199999999999,0.00660149,54.68570974196614,1000.0,0.01
0.6615099999999999,0.00666639,54.93587991169341,1000.0,0.01
0.6725979999999999,0.00677727,55.186074439369555,1000.0,0.01
0.6836859999999999,0.00688815,55.43558117596045,1000.0,0.01
0.6912619999999998,0.00696391,55.68370324484303,1000.0,0.01
0.6988379999999998,0.00703967,55.92726909355515,1000.0,0.01
0.7083094999999999,0.007134385,56.174816962369555,1000.0,0.01
0.7177809999999999,0.0072291,56.4262003682938,1000.0,0.01
0.7258965,0.007310255,56.679481458560815,1000.0,0.01
0.734012,0.00739141,56.932721153379,1000.0,0.01
0.744571,0.007497,57.17878557478617,1000.0,0.01
0.75513,0.00760259,57.415875182649756,1000.0,0.01
0.7646065,0.0076973549999999995,57.64382300101147,1000.0,0.01
0.7740829999999999,0.00779212,57.86163842958722,1000.0,0.01
0.7840989999999999,0.00789228,58.070553415501976,1000.0,0.01
0.7941149999999999,0.00799244,58.27027794778982,1000.0,0.01
0.8022419999999999,0.00807371,58.458703295121275,1000.0,0.01
0.8103689999999999,0.00815498,58.634626556303154,1000.0,0.01
0.8220164999999999,0.008271455,58.805333123286154,1000.0,0.01
0.833664,0.00838793,58.97016868866497,1000.0,0.01
0.8420624999999999,0.008471915,59.131911421803245,1000.0,0.01
0.8504609999999999,0.0085559,59.289276087833585,1000.0,0.01
0.859947,0.00865076,59.434807019769224,1000.0,0.01
0.869433,0.00874562,59.57148921825413,1000.0,0.01
0.8808134999999999,0.008859425,59.694871052062894,1000.0,0.01
0.8921939999999999,0.00897323,59.80962986735084,1000.0,0.01
0.8995164999999999,0.009046455,59.92185132090771,1000.0,0.01
0.906839,0.00911968,60.03211800640774,1000.0,0.01
0.9190404999999999,0.009241695000000001,60.141244512972165,1000.0,0.01
0.931242,0.00936371,60.24726963116908,1000.0,0.01
0.9380195,0.009431485,60.34792005744933,1000.0,0.01
0.944797,0.00949926,60.44496630264627,1000.0,0.01
0.9545659999999999,0.00959695,60.542529299776916,1000.0,0.01
0.9643349999999998,0.00969464,60.64114692829203,1000.0,0.01
0.9730139999999998,0.00978143,60.73723933102498,1000.0,0.01
0.9816929999999999,0.00986822,60.83354049019165,1000.0,0.01
0.9925475,0.009976765,60.934439184148104,1000.0,0.01
1.0034020000000001,0.01008531,61.04078079439046,1000.0,0.01
1.0148025,0.010199315,61.14607743514231,1000.0,0.01
1.0262030000000002,0.01031332,61.250097240854416,1000.0,0.01
1.034618,0.01039747,61.34872304990934,1000.0,0.01
1.043033,0.01048162,61.43834006812147,1000.0,0.01
1.051719,0.01056848,61.52256638599837,1000.0,0.01
1.060405,0.01065534,61.602096061740816,1000.0,0.01
1.0704545,0.010755835,61.68775686640938,1000.0,0.01
1.0805040000000001,0.01085633,61.78124243892453,1000.0,0.01
1.0897420000000002,0.01094871,61.87098891784308,1000.0,0.01
1.09898,0.01104109,61.95986249185821,1000.0,0.01
1.107945,0.01113074,62.04762457518962,1000.0,0.01
1.11691,0.01122039,62.13349070558358,1000.0,0.01
1.1264165,0.011315455,62.227042589772985,1000.0,0.01
1.135923,0.01141052,62.326325542227565,1000.0,0.01
