Time(s),Strain(%),Stress(MPa),Temp(C),SR(%/s)
0.0,2.284e-05,0.09955583000000014,1000.0,10.0
1.6656249999999994e-08,2.30065625e-05,0.1039344018750002,1000.0,10.0
3.331249999999999e-08,2.3173125e-05,0.10831297375000026,1000.0,10.0
4.996874999999998e-08,2.33396875e-05,0.11269154562500028,1000.0,10.0
6.662499999999998e-08,2.350625e-05,0.11707011750000029,1000.0,10.0
8.328124999999997e-08,2.36728125e-05,0.12144868937500028,1000.0,10.0
9.993749999999996e-08,2.3839375e-05,0.12582726125000024,1000.0,10.0
1.1659374999999996e-07,2.40059375e-05,0.1302058331250002,1000.0,10.0
1.3324999999999995e-07,2.41725e-05,0.13458440500000013,1000.0,10.0
1.4990624999999995e-07,2.43390625e-05,0.1389629768750001,1000.0,10.0
1.6656249999999994e-07,2.4505625e-05,0.1455308346875006,1000.0,10.0
1.8321874999999993e-07,2.46721875e-05,0.1499094065625006,1000.0,10.0
1.9987499999999993e-07,2.483875e-05,0.15428797843750053,1000.0,10.0
2.1653124999999992e-07,2.50053125e-05,0.15866655031250051,1000.0,10.0
2.3318749999999992e-07,2.5171875e-05,0.16304512218750036,1000.0,10.0
2.498437499999999e-07,2.53384375e-05,0.1674236940625002,1000.0,10.0
2.664999999999999e-07,2.5505e-05,0.1718022659375003,1000.0,10.0
2.831562499999999e-07,2.56715625e-05,0.1761808378125004,1000.0,10.0
2.998124999999999e-07,2.5838125e-05,0.18055940968750045,1000.0,10.0
3.164687499999999e-07,2.60046875e-05,0.1849379815625004,1000.0,10.0
3.331249999999999e-07,2.617125e-05,0.1893165534375003,1000.0,10.0
3.497812499999999e-07,2.63378125e-05,0.19369512531250027,1000.0,10.0
3.6643749999999987e-07,2.6504375e-05,0.19807369718750037,1000.0,10.0
3.8309374999999986e-07,2.66709375e-05,0.2026793206821737,1000.0,10.0
3.9974999999999986e-07,2.6837500000000002e-05,0.20737843602024192,1000.0,10.0
4.1640624999999985e-07,2.7004062500000002e-05,0.21205232340056862,1000.0,10.0
4.3306249999999985e-07,2.7170625000000002e-05,0.21659710299715967,1000.0,10.0
4.4971874999999984e-07,2.7337187500000002e-05,0.2209237349591627,1000.0,10.0
4.6637499999999983e-07,2.7503750000000002e-05,0.22495801941086732,1000.0,10.0
4.830312499999998e-07,2.7670312500000003e-05,0.2286405964517055,1000.0,10.0
4.996874999999998e-07,2.7836875000000003e-05,0.23192694615625098,1000.0,10.0
5.163437499999998e-07,2.8003437500000003e-05,0.23478738857421969,1000.0,10.0
5.329999999999998e-07,2.817e-05,0.23720708373046973,1000.0,10.0
5.665624999999998e-07,2.8505625000000002e-05,0.23918603162500102,1000.0,10.0
6.001249999999998e-07,2.884125e-05,0.24073907223295582,1000.0,10.0
6.336874999999998e-07,2.9176875e-05,0.2418958855046179,1000.0,10.0
6.672499999999998e-07,2.95125e-05,0.24270099136541345,1000.0,10.0
7.008124999999998e-07,2.9848124999999998e-05,0.24321374971591056,1000.0,10.0
7.343749999999999e-07,3.018375e-05,0.24350836043181978,1000.0,10.0
7.679374999999998e-07,3.0519375e-05,0.2436738633639929,1000.0,10.0
8.014999999999998e-07,3.0855e-05,0.24381413833842475,1000.0,10.0
8.350624999999998e-07,3.1190625e-05,0.24404790515625138,1000.0,10.0
8.686249999999997e-07,3.152625e-05,0.24450872359375106,1000.0,10.0
9.021874999999997e-07,3.1861875e-05,0.24496954203125088,1000.0,10.0
9.357499999999997e-07,3.21975e-05,0.24543036046875066,1000.0,10.0
