Time(s),Strain(%),Stress(MPa),Temp(C),SR(%/s)
0.0,5.81e-06,0.20489866750649355,1050.0,0.01
0.0002709999999999999,8.52e-06,0.2234325866760082,1050.0,0.01
0.0005419999999999998,1.123e-05,0.23555591130918202,1050.0,0.01
0.0008079999999999999,1.3889999999999999e-05,0.24183696576289648,1050.0,0.01
0.0010739999999999999,1.655e-05,0.24284407439403316,1050.0,0.01
0.0024145,2.9955e-05,0.23914556155947347,1050.0,0.01
0.0037549999999999997,4.336e-05,0.231309751616099,1050.0,0.01
0.004026,4.607e-05,0.21990496892079123,1050.0,0.01
0.004297,4.878e-05,0.20549953783043165,1050.0,0.01
0.004834,5.415e-05,0.18866178270190176,1050.0,0.01
0.005371,5.952e-05,0.1592128919545461,1050.0,0.01
0.006174000000000001,6.755e-05,0.12561398611363694,1050.0,0.01
0.0069770000000000006,7.558e-05,0.09010096390151567,1050.0,0.01
0.0072435,7.824500000000001e-05,0.010794676979167014,1050.0,0.01
0.007509999999999999,8.091e-05,-0.08245216452083359,1050.0,0.01
0.007776,8.357e-05,-0.12794815268181883,1050.0,0.01
0.008042,8.623e-05,-0.11680963680303108,1050.0,0.01
0.00885,9.431000000000001e-05,-0.08175818963825837,1050.0,0.01
0.009658,0.00010239,0.006263291104165486,1050.0,0.01
0.010195,0.00010776,0.2006858443409082,1050.0,0.01
0.010732,0.00011313,0.5019175686136372,1050.0,0.01
0.0118015,0.000123825,0.8981926184261395,1050.0,0.01
0.012871,0.00013452,1.3846822647443238,1050.0,0.01
0.0139455,0.000145265,1.9558922311382654,1050.0,0.01
0.015019999999999999,0.00015601,2.605813500032208,1050.0,0.01
0.019312999999999997,0.00019894,3.320662066742439,1050.0,0.01
0.023605999999999995,0.00024187,4.08885242522729,1050.0,0.01
0.029505999999999998,0.00030086999999999996,4.897648519829565,1050.0,0.01
0.035406,0.00035987,5.7325702545265385,1050.0,0.01
0.0364805,0.00037061500000000003,6.568961841412904,1050.0,0.01
0.037555000000000005,0.00038136,7.386842804200787,1050.0,0.01
0.0445305,0.000451115,8.188173375971624,1050.0,0.01
0.051506,0.00052087,8.957615354926174,1050.0,0.01
0.0571415,0.000577225,9.740106411916704,1050.0,0.01
0.062777,0.00063358,10.54906650294701,1050.0,0.01
0.065726,0.00066307,11.355044352214055,1050.0,0.01
0.068675,0.00069256,12.148668903107998,1050.0,0.01
0.072699,0.0007328,12.980674155221637,1050.0,0.01
0.076723,0.00077304,13.86951269060043,1050.0,0.01
0.0831685,0.000837495,14.783782543339072,1050.0,0.01
0.089614,0.00090195,15.719068949081496,1050.0,0.01
0.0933725,0.000939535,16.67839940834665,1050.0,0.01
0.097131,0.00097712,17.65569735302846,1050.0,0.01
0.09901,0.00099591,18.65438836205498,1050.0,0.01
0.100889,0.0010147,19.666286777888317,1050.0,0.01
0.1065275,0.001071085,20.689994159984913,1050.0,0.01
0.112166,0.00112747,21.716044424045524,1050.0,0.01
0.11833750000000001,0.0011891850000000002,22.74599069844326,1050.0,0.01
0.12450900000000001,0.0012509,23.767891936473564,1050.0,0.01
0.129882,0.0013046300000000002,24.783852484109932,1050.0,0.01
0.13525500000000001,0.00135836,25.78141936150388,1050.0,0.01
0.1408955,0.0014147650000000001,26.755731996126997,1050.0,0.01
0.146536,0.00147117,27.694143079020936,1050.0,0.01
0.1543235,0.001549045,28.605536892602373,1050.0,0.01
0.162111,0.00162692,29.479629471662992,1050.0,0.01
0.167215,0.00167796,30.305792254848605,1050.0,0.01
0.172319,0.001729,31.074550115909208,1050.0,0.01
0.1819895,0.001825705,31.789936934227402,1050.0,0.01
0.19166,0.00192241,32.448814691318304,1050.0,0.01
0.19972299999999998,0.00200304,33.0517214594395,1050.0,0.01
0.207786,0.00208367,33.59818733359104,1050.0,0.01
0.213159,0.0021374000000000002,34.08567055948876,1050.0,0.01
0.21853199999999998,0.00219113,34.518950559064514,1050.0,0.01
0.2303605,0.002309415,34.90096164237513,1050.0,0.01
0.24218900000000002,0.0024277,35.23768321010238,1050.0,0.01
0.2489075,0.002494885,35.53230011629935,1050.0,0.01
0.255626,0.00256207,35.79417283339027,1050.0,0.01
0.267726,0.00268307,36.02452346635429,1050.0,0.01
0.279826,0.00280407,36.2326619029755,1050.0,0.01
0.2868235,0.002874045,36.4152817475096,1050.0,0.01
0.293821,0.00294402,36.58268402643385,1050.0,0.01
0.3013485,0.003019295,36.73834852361567,1050.0,0.01
0.308876,0.00309457,36.89173971981263,1050.0,0.01
0.3201765,0.003207575,37.03669314015922,1050.0,0.01
0.331477,0.00332058,37.17938328391682,1050.0,0.01
0.3387405,0.0033932149999999998,37.32000254920659,1050.0,0.01
0.346004,0.00346585,37.46443020100962,1050.0,0.01
0.353812,0.00354393,37.61203903601529,1050.0,0.01
0.36162,0.00362201,37.76723817962138,1050.0,0.01
0.373194,0.00373775,37.92774559454372,1050.0,0.01
0.384768,0.00385349,38.09550517231646,1050.0,0.01
0.392302,0.0039288299999999995,38.274802912505834,1050.0,0.01
0.39983599999999997,0.00400417,38.467184887460384,1050.0,0.01
0.406842,0.00407423,38.670149857831596,1050.0,0.01
0.413848,0.00414429,38.882691646574024,1050.0,0.01
0.424349,0.0042493,39.10235190227478,1050.0,0.01
0.43485,0.00435431,39.328292265653566,1050.0,0.01
0.441586,0.00442167,39.560773340604335,1050.0,0.01
0.44832199999999994,0.00448903,39.79617680019524,1050.0,0.01
0.46152449999999995,0.004621055,40.03278829366305,1050.0,0.01
0.47472699999999995,0.00475308,40.27006387966303,1050.0,0.01
0.4811935,0.004817745,40.51050549801341,1050.0,0.01
0.48766000000000004,0.00488241,40.750545178695226,1050.0,0.01
0.497089,0.004976700000000001,40.989772246973644,1050.0,0.01
0.5065179999999999,0.00507099,41.225237313397905,1050.0,0.01
0.5159539999999999,0.00516535,41.45914290947745,1050.0,0.01
0.5253899999999999,0.00525971,41.688201625932,1050.0,0.01
0.5356349999999999,0.0053621599999999995,41.90868256513276,1050.0,0.01
0.5458799999999999,0.00546461,42.120144118102445,1050.0,0.01
0.5534314999999999,0.005540125,42.327119827089184,1050.0,0.01
0.5609829999999999,0.00561564,42.52782421131646,1050.0,0.01
0.5698835,0.0057046449999999995,42.7174641384964,1050.0,0.01
