Time(s),Strain(%),Stress(MPa),Temp(C),SR(%/s)
0.0,2.07e-05,0.19034261000000022,1200.0,10.0
1.339375e-07,2.2039374999999996e-05,0.19172559687500018,1200.0,10.0
2.67875e-07,2.3378749999999997e-05,0.19310858375000017,1200.0,10.0
4.0181250000000004e-07,2.4718124999999998e-05,0.19449157062500014,1200.0,10.0
5.3575e-07,2.60575e-05,0.19587455750000013,1200.0,10.0
6.696875000000001e-07,2.7396875e-05,0.19725754437500012,1200.0,10.0
8.036250000000001e-07,2.8736249999999998e-05,0.19864053125000009,1200.0,10.0
9.375625000000001e-07,3.0075624999999995e-05,0.20002351812500008,1200.0,10.0
1.0715e-06,3.1414999999999997e-05,0.20140650500000007,1200.0,10.0
1.2054375e-06,3.2754375e-05,0.20278949187500006,1200.0,10.0
1.3393750000000002e-06,3.409375e-05,0.2048639721875007,1200.0,10.0
1.4733125000000002e-06,3.5433125e-05,0.20624695906250068,1200.0,10.0
1.6072500000000002e-06,3.6772499999999994e-05,0.2076299459375007,1200.0,10.0
1.7411875000000001e-06,3.811187499999999e-05,0.20901293281250075,1200.0,10.0
1.8751250000000001e-06,3.945124999999999e-05,0.21039591968750077,1200.0,10.0
2.0090625e-06,4.079062499999999e-05,0.2117789065625008,1200.0,10.0
2.143e-06,4.212999999999999e-05,0.2131618934375008,1200.0,10.0
2.2769375000000003e-06,4.346937499999999e-05,0.21454488031250088,1200.0,10.0
2.410875e-06,4.4808749999999993e-05,0.21592786718750095,1200.0,10.0
2.5448125e-06,4.6148124999999994e-05,0.21731085406250103,1200.0,10.0
2.6787500000000004e-06,4.7487499999999996e-05,0.2186938409375011,1200.0,10.0
2.8126875e-06,4.8826874999999997e-05,0.2200768278125011,1200.0,10.0
2.9466250000000004e-06,5.016625e-05,0.22145981468750114,1200.0,10.0
3.0805625000000005e-06,5.1505625e-05,0.22276262445525685,1200.0,10.0
3.2145000000000003e-06,5.284499999999999e-05,0.2240324201200291,1200.0,10.0
3.3484375e-06,5.418437499999999e-05,0.22531112435227324,1200.0,10.0
3.4823750000000003e-06,5.552374999999999e-05,0.2266354194886375,1200.0,10.0
3.6163125000000005e-06,5.686312499999999e-05,0.22803674753196185,1200.0,10.0
3.7502500000000002e-06,5.820249999999999e-05,0.22954131015128065,1200.0,10.0
3.8841875e-06,5.954187499999999e-05,0.23117006868182072,1200.0,10.0
4.018125e-06,6.088124999999999e-05,0.2329387441250022,1200.0,10.0
4.1520624999999995e-06,6.2220625e-05,0.23485781714843948,1200.0,10.0
4.286e-06,6.356e-05,0.23693252808593923,1200.0,10.0
4.302656250000001e-06,6.37265625e-05,0.2391628769375018,1200.0,10.0
4.3193125e-06,6.3893125e-05,0.2415436233693205,1200.0,10.0
4.33596875e-06,6.40596875e-05,0.2440642867137811,1200.0,10.0
4.352625e-06,6.422625e-05,0.24670914596946322,1200.0,10.0
4.369281249999999e-06,6.43928125e-05,0.24945723980113965,1200.0,10.0
4.3859375e-06,6.4559375e-05,0.25228236653977654,1200.0,10.0
4.40259375e-06,6.47259375e-05,0.25515308418253235,1200.0,10.0
4.41925e-06,6.48925e-05,0.2580327103927594,1200.0,10.0
4.43590625e-06,6.50590625e-05,0.26087932250000334,1200.0,10.0
4.4525625e-06,6.5225625e-05,0.2636457575000024,1200.0,10.0
4.469218750000001e-06,6.53921875e-05,0.2664121925000014,1200.0,10.0
4.4858750000000005e-06,6.555875e-05,0.2691786275000014,1200.0,10.0
4.50253125e-06,6.57253125e-05,0.2719450625000016,1200.0,10.0
4.5191875e-06,6.5891875e-05,0.2747114975000012,1200.0,10.0
4.5358437499999995e-06,6.60584375e-05,0.277477932500001,1200.0,10.0
4.5525e-06,6.6225e-05,0.28024436750000076,1200.0,10.0
4.5691562500000006e-06,6.63915625e-05,0.28301080250000027,1200.0,10.0
4.5858125e-06,6.6558125e-05,0.2857772375000008,1200.0,10.0
4.60246875e-06,6.67246875e-05,0.28854367250000107,1200.0,10.0
4.619125e-06,6.689125e-05,0.2913101075000011,1200.0,10.0
4.635781249999999e-06,6.70578125e-05,0.2940765425000009,1200.0,10.0
4.6524375e-06,6.7224375e-05,0.29684297750000066,1200.0,10.0
4.66909375e-06,6.73909375e-05,0.3002881397879976,1200.0,10.0
4.68575e-06,6.75575e-05,0.3040127780181111,1200.0,10.0
4.70240625e-06,6.77240625e-05,0.30766200210511385,1200.0,10.0
4.7190625e-06,6.7890625e-05,0.3109252832244305,1200.0,10.0
4.735718750000001e-06,6.80571875e-05,0.3135364538121423,1200.0,10.0
4.752375e-06,6.822375e-05,0.31527370756498285,1200.0,10.0
4.76903125e-06,6.83903125e-05,0.3159595994403374,1200.0,10.0
4.7856875e-06,6.8556875e-05,0.3154610456562457,1200.0,10.0
