Time(s),Strain(%),Stress(MPa),SR(s-1),Temp(C),Angle(deg)
11.468018,6.329996456692913e-06,16.799318530061033,0.00025370340306410486,25.0,60.0
11.568115,1.5748528149606296e-05,17.024425659005324,0.00025370340306410486,25.0,60.0
11.668213,1.9931047244094487e-05,16.958884820153227,0.00025370340306410486,25.0,60.0
11.768311,1.687462145669291e-05,17.495244773406053,0.00025370340306410486,25.0,60.0
11.868408,7.156820275590551e-06,18.364534216335542,0.00025370340306410486,25.0,60.0
11.968506,1.2808262007874015e-05,18.969819244253994,0.00025370340306410486,25.0,60.0
12.068604,2.193881496062992e-05,19.51110297363979,0.00025370340306410486,25.0,60.0
12.168701,1.298088562992126e-05,19.566719127386055,0.00025370340306410486,25.0,60.0
12.268799,2.5913820866141733e-05,19.78670847941826,0.00025370340306410486,25.0,60.0
12.368896,2.7679596456692915e-05,19.426705103233346,0.00025370340306410486,25.0,60.0
12.468994,2.050457874015748e-05,19.96312868458642,0.00025370340306410486,25.0,60.0
12.569092,2.166293897637795e-05,20.309103493052852,0.00025370340306410486,25.0,60.0
12.669189,1.8585541338582677e-05,21.03602882742501,0.00025370340306410486,25.0,60.0
12.769287,4.425862204724409e-05,21.341602908713156,0.00025370340306410486,25.0,60.0
12.869385,4.611877559055118e-05,21.591265809635114,0.00025370340306410486,25.0,60.0
12.969482,3.7336694881889764e-05,21.32897156213479,0.00025370340306410486,25.0,60.0
13.06958,5.735611614173229e-05,21.928021295935594,0.00025370340306410486,25.0,60.0
13.169678,1.3507633464566927e-05,21.035192832099728,0.00025370340306410486,25.0,60.0
13.269775,2.742711220472441e-05,22.370710297363978,0.00025370340306410486,25.0,60.0
13.369873,3.291963976377953e-05,22.53447136735489,0.00025370340306410486,25.0,60.0
13.469971,3.095300984251968e-05,23.188172185430464,0.00025370340306410486,25.0,60.0
13.570068,1.6055864173228346e-05,23.132639137774316,0.00025370340306410486,25.0,60.0
13.670166,4.076498818897638e-05,23.239044539670175,0.00025370340306410486,25.0,60.0
13.770264,2.6573667322834643e-05,24.09198545643423,0.00025370340306410486,25.0,60.0
13.870361,2.8952499999999998e-05,24.95709180625893,0.00025370340306410486,25.0,60.0
13.970459,5.317117519685039e-05,25.52926191403714,0.00025370340306410486,25.0,60.0
14.070557,3.3391535433070866e-05,25.55833502142579,0.00025370340306410486,25.0,60.0
14.170654,4.1083618110236225e-05,25.83488533956629,0.00025370340306410486,25.0,60.0
14.270752,3.632212204724409e-05,25.71225840799896,0.00025370340306410486,25.0,60.0
14.37085,2.3547291338582677e-05,25.709801324503314,0.00025370340306410486,25.0,60.0
14.470947,4.2676765748031494e-05,26.001067393844956,0.00025370340306410486,25.0,60.0
14.571045,2.3874592519685042e-05,26.5520763537203,0.00025370340306410486,25.0,60.0
14.671143,5.1814379921259846e-05,27.000766134268275,0.00025370340306410486,25.0,60.0
14.77124,2.7258519685039372e-05,26.73479028697572,0.00025370340306410486,25.0,60.0
14.871338,3.5630009842519685e-05,27.64455784962992,0.00025370340306410486,25.0,60.0
14.971436,3.843939763779528e-05,28.096408258667708,0.00025370340306410486,25.0,60.0
15.071533,4.657937401574803e-05,28.669159849370214,0.00025370340306410486,25.0,60.0
15.171631,3.775373818897638e-05,28.185788858589795,0.00025370340306410486,25.0,60.0
15.271729,4.671650590551181e-05,28.996130372678877,0.00025370340306410486,25.0,60.0
15.371826,5.0141574803149603e-05,29.29819503960525,0.00025370340306410486,25.0,60.0
15.471924,3.8078818897637794e-05,29.24880924555253,0.00025370340306410486,25.0,60.0
15.572021,4.991167716535433e-05,30.152037397740553,0.00025370340306410486,25.0,60.0
15.672119,4.9060653543307086e-05,30.156101804960393,0.00025370340306410486,25.0,60.0
15.772217,5.1186797244094486e-05,31.060140241527076,0.00025370340306410486,25.0,60.0
15.872314,3.545738582677165e-05,31.17410725879756,0.00025370340306410486,25.0,60.0
15.972412,5.763441338582677e-05,30.827360083106093,0.00025370340306410486,25.0,60.0
16.07251,5.7268994094488186e-05,31.758402804830542,0.00025370340306410486,25.0,60.0
16.172607,4.760382874015748e-05,32.33737176990002,0.00025370340306410486,25.0,60.0
16.272705,4.625509842519685e-05,32.30806908193741,0.00025370340306410486,25.0,60.0
16.372803,5.537415748031496e-05,32.72821971172575,0.00025370340306410486,25.0,60.0
16.4729,3.416834645669291e-05,32.78444357875601,0.00025370340306410486,25.0,60.0
16.572998,3.234287992125984e-05,32.62383067134139,0.00025370340306410486,25.0,60.0
16.673096,6.412477952755905e-05,33.045381119335154,0.00025370340306410486,25.0,60.0
16.773193,6.043996456692914e-05,33.573309959745494,0.00025370340306410486,25.0,60.0
16.873291,6.387713385826772e-05,33.64381249188418,0.00025370340306410486,25.0,60.0
16.973389,6.12845374015748e-05,33.902864563043764,0.00025370340306410486,25.0,60.0
17.073486,4.679233464566929e-05,33.79122451629659,0.00025370340306410486,25.0,60.0
17.173584,6.870981889763779e-05,34.64136345929101,0.00025370340306410486,25.0,60.0
17.273682,5.592671653543307e-05,34.53564212439943,0.00025370340306410486,25.0,60.0
17.373779,6.119015551181103e-05,35.419548110634985,0.00025370340306410486,25.0,60.0
17.473877,7.060627165354331e-05,35.48953382677574,0.00025370340306410486,25.0,60.0
17.573975,6.075536811023622e-05,34.70561225814829,0.00025370340306410486,25.0,60.0
17.674072,5.5746834645669295e-05,36.73916114790287,0.00025370340306410486,25.0,60.0
17.77417,7.755219291338583e-05,36.59042202311389,0.00025370340306410486,25.0,60.0
17.874268,8.581801181102362e-05,36.7956680950526,0.00025370340306410486,25.0,60.0
17.974365,8.277368897637795e-05,37.525394104661736,0.00025370340306410486,25.0,60.0
18.074463,5.74246811023622e-05,37.892291910141545,0.00025370340306410486,25.0,60.0
18.174561,4.712225590551181e-05,37.199690949227374,0.00025370340306410486,25.0,60.0
18.274658,6.701422244094489e-05,38.22186209583171,0.00025370340306410486,25.0,60.0
18.374756,6.262923228346457e-05,38.39334891572523,0.00025370340306410486,25.0,60.0
18.474854,7.246641732283465e-05,39.53517465264252,0.00025370340306410486,25.0,60.0
18.574951,7.067725393700788e-05,39.1817971691988,0.00025370340306410486,25.0,60.0
18.675049,9.17878779527559e-05,40.25230489546812,0.00025370340306410486,25.0,60.0
18.775146,5.808049212598425e-05,39.935317491234905,0.00025370340306410486,25.0,60.0
18.875244,7.374174409448818e-05,40.15492014024153,0.00025370340306410486,25.0,60.0
18.975342,9.581309842519685e-05,39.7612180236333,0.00025370340306410486,25.0,60.0
19.075439,7.384983464566929e-05,40.779065056486175,0.00025370340306410486,25.0,60.0
19.175537,7.517275393700787e-05,40.753174912349046,0.00025370340306410486,25.0,60.0
19.275635,8.515977952755906e-05,40.65798208024932,0.00025370340306410486,25.0,60.0
19.375732,7.23179940944882e-05,41.66243345020128,0.00025370340306410486,25.0,60.0
19.47583,6.703116338582678e-05,41.516338137904164,0.00025370340306410486,25.0,60.0
19.575928,8.469433464566929e-05,41.69906765355149,0.00025370340306410486,25.0,60.0
19.676025,8.679003346456693e-05,42.092382807427605,0.00025370340306410486,25.0,60.0
19.776123,6.053434645669291e-05,41.923334631866,0.00025370340306410486,25.0,60.0
19.876221,8.149836220472441e-05,42.06972341254383,0.00025370340306410486,25.0,60.0
19.976318,7.56882125984252e-05,42.543272302298405,0.00025370340306410486,25.0,60.0
20.076416,8.751280118110236e-05,43.37209972730814,0.00025370340306410486,25.0,60.0
20.176514,0.00010644221850393701,44.33881833528113,0.00025370340306410486,25.0,60.0
20.276611,0.00010072080708661417,45.40216595247371,0.00025370340306410486,25.0,60.0
20.376709,9.341249015748031e-05,45.542355538241786,0.00025370340306410486,25.0,60.0
20.476807,9.981976771653545e-05,45.1102324373458,0.00025370340306410486,25.0,60.0
20.576904,9.630919291338583e-05,45.02871315413583,0.00025370340306410486,25.0,60.0
20.677002,8.095225196850393e-05,46.11848331385534,0.00025370340306410486,25.0,60.0
20.7771,0.00011176293700787402,46.30735229191014,0.00025370340306410486,25.0,60.0
20.877197,9.127000787401574e-05,47.721412803532004,0.00025370340306410486,25.0,60.0
20.977295,9.808545472440946e-05,48.0235761589404,0.00025370340306410486,25.0,60.0
21.077393,8.261638976377953e-05,48.344383846253734,0.00025370340306410486,25.0,60.0
21.17749,9.040446062992126e-05,48.44290351902351,0.00025370340306410486,25.0,60.0
21.277588,0.00010918243503937007,49.46798857291262,0.00025370340306410486,25.0,60.0
21.377686,9.55719094488189e-05,49.439935073367096,0.00025370340306410486,25.0,60.0
21.477783,0.00011647381496062993,50.359633813790424,0.00025370340306410486,25.0,60.0
