Time(s),Strain(%),Stress(MPa),SR(s-1),Temp(C),Angle(deg)
30.969238,1.3530806102362204e-05,20.852212487437836,0.00025370340306410486,25.0,0.0
31.269531,7.152566338582677e-06,20.985403921972843,0.00025370340306410486,25.0,0.0
31.369629,3.042846062992126e-05,23.199029298837843,0.00025370340306410486,25.0,0.0
31.469727,6.547489960629921e-05,22.49965392841498,0.00025370340306410486,25.0,0.0
31.970215,4.780187007874016e-06,24.106958023037084,0.00025370340306410486,25.0,0.0
32.070313,1.562730885826772e-05,24.661204421882655,0.00025370340306410486,25.0,0.0
32.17041,9.993409842519685e-05,25.216887932589483,0.00025370340306410486,25.0,0.0
32.270508,8.190734448818897e-06,25.691439173345017,0.00025370340306410486,25.0,0.0
32.670898,7.235568503937007e-05,27.048612363748813,0.00025370340306410486,25.0,0.0
32.770996,8.167802755905512e-05,27.046357615894042,0.00025370340306410486,25.0,0.0
32.871094,4.369777362204725e-05,27.203285489731236,0.00025370340306410486,25.0,0.0
33.171387,1.3470533267716537e-06,29.347986188058858,0.00025370340306410486,25.0,0.0
33.271484,1.2750767716535434e-05,29.24025562398537,0.00025370340306410486,25.0,0.0
33.371582,5.856265354330709e-05,28.73992836343959,0.00025370340306410486,25.0,0.0
33.47168,3.990103937007874e-05,30.179382585616,0.00025370340306410486,25.0,0.0
33.571777,2.6030767716535434e-05,30.39200401989332,0.00025370340306410486,25.0,0.0
33.671875,3.725197834645669e-05,31.064735743551424,0.00025370340306410486,25.0,0.0
33.87207,3.175057480314961e-05,31.436220269539003,0.00025370340306410486,25.0,0.0
33.972168,2.8945824803149606e-05,31.044991882907723,0.00025370340306410486,25.0,0.0
34.072266,8.814176968503937e-05,32.112866235472985,0.00025370340306410486,25.0,0.0
34.172363,5.640484448818898e-05,32.388708222743325,0.00025370340306410486,25.0,0.0
34.272461,4.0481025590551184e-05,32.58480428788621,0.00025370340306410486,25.0,0.0
34.472656,6.297509645669291e-06,32.70231401551267,0.00025370340306410486,25.0,0.0
34.572754,8.95219625984252e-05,34.247349704950146,0.00025370340306410486,25.0,0.0
34.672852,6.778677952755906e-05,34.00789290591904,0.00025370340306410486,25.0,0.0
34.772949,8.930658267716536e-05,34.23730770221868,0.00025370340306410486,25.0,0.0
34.873047,4.080994094488189e-05,34.34814595304971,0.00025370340306410486,25.0,0.0
35.17334,4.1226175196850396e-05,36.25185920065968,0.00025370340306410486,25.0,0.0
35.273438,1.7931928346456693e-05,35.98757182982452,0.00025370340306410486,25.0,0.0
35.373535,8.157235433070865e-05,36.18394619527405,0.00025370340306410486,25.0,0.0
35.473633,5.403569488188976e-05,36.59165872136471,0.00025370340306410486,25.0,0.0
35.57373,5.005504133858268e-05,36.197886979153246,0.00025370340306410486,25.0,0.0
35.673828,6.773918897637795e-05,37.3570154868967,0.00025370340306410486,25.0,0.0
35.773926,2.7696312992125982e-05,37.463949802870616,0.00025370340306410486,25.0,0.0
35.874023,6.726648622047244e-05,37.07272399309404,0.00025370340306410486,25.0,0.0
35.974121,7.681973228346456e-05,38.477478289999226,0.00025370340306410486,25.0,0.0
36.074219,7.187330708661417e-05,38.34695544618239,0.00025370340306410486,25.0,0.0
36.174316,6.884027559055118e-05,38.681312649779684,0.00025370340306410486,25.0,0.0
36.274414,7.175553346456692e-05,39.02208622155797,0.00025370340306410486,25.0,0.0
36.374512,5.311469094488189e-05,38.949416342412455,0.00025370340306410486,25.0,0.0
36.474609,6.001060236220472e-05,39.880565361919246,0.00025370340306410486,25.0,0.0
